,GSM3690866_G13_htseq,GSM3690863_G10_htseq,GSM3690855_G05_htseq,GSM3690867_G14_htseq,GSM3690857_G07_htseq,GSM3690868_G09_htseq,GSM3690864_G11_htseq,GSM3690852_G03_htseq,GSM3690851_G01_htseq,GSM3690865_G12_htseq,GSM3690858_G04_htseq,GSM3690856_G06_htseq
Rps19bp1,120,269,1,405,131,195,544,173,252,280,974,276
Rps2,2404,1709,44,630,3011,1661,3739,240,2102,1540,935,2468
Rps20,274,141,35,533,767,187,700,47,630,129,233,253
Rps21,209,165,233,67,466,83,448,82,377,94,324,259
Rps23,669,359,272,218,1128,306,732,117,403,370,223,361
Rps24,1249,451,282,956,1231,369,1387,212,605,562,235,246
Rps25,1280,435,40,547,1793,358,1614,118,966,635,526,610
Rps26,472,298,30,339,947,133,639,115,639,332,185,169
Rps27,0,18,0,0,0,27,0,14,57,27,0,0
Rps27a,1349,981,2292,685,2104,593,2721,387,1404,902,343,870
Rps27l,148,195,2,6,167,76,117,29,129,133,180,52
Rps28,370,121,147,77,556,94,475,126,700,157,126,128
Rps29,598,222,133,333,1217,311,774,149,1167,298,400,362
Rps3,2800,1407,1043,1323,3271,770,4398,185,1767,1729,1191,933
Rps3a1,1880,1237,309,975,1354,818,2675,416,1033,1171,892,814
Rps4x,1708,1076,243,284,744,593,2162,135,756,811,172,884
Rps4y2,365,252,6,1,395,398,440,96,142,225,0,114
Rps5,1074,788,589,1882,1516,556,1512,174,658,904,435,679
Rps6,3515,2198,576,1499,1161,1165,4271,333,2360,2168,1433,1829
Rps6ka1,0,0,0,0,0,83,0,0,21,0,0,1
Rps6ka2,285,889,10,2,8,574,1004,21,127,110,2356,626
Rps6ka3,0,30,0,0,0,22,264,15,0,166,0,10
Rps6ka4,0,172,0,15,209,355,57,0,0,0,219,0
Rps6ka5,6,108,2,0,2,0,0,0,0,0,1,12
Rps6ka6,3,69,37,71,29,53,0,79,0,1,0,0
Rps6kb1,913,906,137,117,65,73,1589,5,290,364,577,1045
Rps6kb2,332,478,0,0,273,0,31,32,56,530,445,985
Rps6kc1,656,160,0,0,2,311,828,60,8,403,64,104
Rps6kl1,343,124,0,1,214,25,39,12,2,483,0,479
Rps7,2052,959,452,963,1344,896,2787,303,1614,1056,454,548
Rps8,922,742,747,240,811,499,1848,364,1366,816,455,761
Rps9,1702,1011,114,1388,1999,798,2358,171,2314,499,367,963
Rpsa,1310,792,529,1711,3119,792,2698,215,706,1222,823,1005
Rptn,0,0,0,0,0,0,0,0,0,0,0,0
Rptor,249,799,202,2,1686,396,794,93,684,516,177,309
Rpusd1,300,567,277,36,265,226,293,66,138,167,741,565
Rpusd2,34,71,2,5,3,273,25,1,6,17,22,883
Rpusd3,206,433,0,0,196,2,248,0,340,114,0,377
Rpusd4,46,7,0,30,0,196,258,129,0,0,1,12
Rqcd1,222,365,86,2,10,116,424,8,254,557,0,91
Rrad,0,0,0,0,0,0,0,0,0,0,0,0
Rraga,226,183,1487,193,31,374,417,16,1242,72,60,339
Rragb,24,43,1,1,1,23,517,3,243,36,2,43
Rragc,336,201,4,1,15,125,93,105,50,23,14,104
Rragd,1419,428,1,3,23,163,1596,50,1754,237,1028,584
Rras,0,0,0,0,0,0,0,0,0,0,0,0
Rras2,220,211,0,754,917,23,122,32,196,147,48,563
Rrbp1,6,207,0,10,85,128,4,10,5,11,84,69
Rreb1,1463,1244,43,372,73,413,877,74,284,1192,2151,5860
Rrh,0,0,0,0,0,0,0,0,0,0,0,0
Rrm1,0,107,0,384,0,0,208,4,305,5,2,0
Rrm2,0,176,0,0,0,0,0,0,4,0,0,83
Rrm2b,225,122,5,0,7,39,173,0,593,87,9,79
Rrn3,701,1183,22,772,151,480,631,157,80,1417,40,423
Rrnad1,222,262,4,0,5,56,386,1,151,345,44,603
Rrp1,4499,3134,446,2621,1673,551,6041,515,3204,2019,1868,630
Rrp12,323,72,0,2,0,144,281,61,0,15,45,338
Rrp15,1,129,0,518,0,137,37,41,129,154,570,724
Rrp1b,337,270,101,62,7,171,374,13,61,349,89,394
Rrp36,365,254,189,0,0,2,531,0,16,126,0,393
Rrp7a,896,616,1,752,238,225,892,83,863,499,113,475
Rrp8,39,215,0,1,6,0,138,15,0,172,43,97
Rrp9,414,258,110,3,0,268,566,10,3,656,385,4
Rrs1,169,348,0,2,0,162,218,90,159,599,1,2
Rs1,3,5,4,0,0,2,3,4,0,0,3,6
Rsad1,54,35,8,4,13,8,7,6,7,13,22,22
Rsad2,0,0,0,0,0,0,0,1,1,0,0,0
Rsbn1,293,72,71,76,24,95,52,15,26,85,26,140
Rsbn1l,73,22,0,4,3,20,53,3,22,17,29,7
Rsc1a1,0,0,0,0,0,0,0,0,0,0,0,0
Rsf1,602,639,345,17,823,292,569,116,149,615,1087,404
Rsg1,1,0,0,0,0,0,0,0,0,0,0,0
Rsl1,0,59,0,0,0,0,138,0,110,0,0,54
Rsl1d1,350,1201,332,102,203,483,2059,129,20,1045,521,101
Rsl24d1,497,427,1561,14,453,204,1230,28,1056,59,1,79
Rslcan18,38,0,0,0,0,26,0,0,1,0,0,0
Rsph1,2,81,0,0,62,53,0,56,13,12,4,0
Rsph3a,12,31,0,0,26,8,17,0,27,2,0,0
Rsph3b,11,24,0,24,0,8,29,0,38,7,0,7
Rsph4a,9,9,1,0,3,3,1,1,1,6,4,12
Rsph6a,0,0,0,0,0,0,4,0,0,0,0,0
Rsph9,358,43,0,0,0,0,29,0,0,0,0,14
Rspo1,0,0,0,0,0,0,0,1,0,0,0,0
Rspo2,0,0,0,0,0,0,2,0,0,0,99,0
Rspo3,39,28,0,4,8,0,12,0,0,1,0,0
Rspo4,0,0,0,0,0,0,0,0,0,0,0,0
Rspry1,45,224,0,4,2,311,4,40,114,65,228,501
Rsrc1,206,160,0,1,17,18,480,53,352,54,192,213
Rsrc2,1349,1531,638,882,862,155,1863,592,1581,640,1370,1311
Rsu1,151,152,0,0,10,291,240,74,282,0,354,138
Rtbdn,0,0,0,0,0,0,0,0,0,0,0,0
Rtca,764,747,2,737,80,332,792,67,24,333,178,1108
Rtdr1,0,0,0,0,0,0,0,0,0,0,0,0
Rtel1,56,166,5,0,0,58,185,0,474,1,1,411
Rtf1,480,251,54,21,650,142,360,117,40,232,1006,506
Rtfdc1,1910,855,30,1197,573,230,1374,44,253,739,99,526
Rtkn,364,120,143,3,51,75,1103,0,32,407,125,33
Rtkn2,14,25,26,0,71,6,8,9,10,13,28,18
Rtl1,344,321,0,1,0,237,63,23,224,250,318,702
Rtn1,5905,4302,25,1349,2271,987,11833,173,1256,1016,1514,1634
Rtn2,127,203,0,0,4,1,104,123,1073,52,3,15
Rtn3,4223,3622,1074,510,2088,1719,9478,394,2431,2827,2608,1805
Rtn4,1469,1441,124,236,1804,482,2449,339,1228,318,315,1085
Rtn4ip1,417,62,473,1,0,56,423,0,1,256,338,354
Rtn4r,78,50,5,231,35,107,254,6,146,226,565,235
Rtn4rl1,1989,3414,1288,63,1237,2198,3308,246,784,2990,279,2795
Rtn4rl2,67,62,1,54,0,60,11,13,81,35,10,39
Rtp1,0,0,0,0,0,0,0,0,0,0,0,0
Rtp2,0,4,0,0,0,0,0,0,0,0,0,0
Rtp3,8,24,0,0,22,3,26,0,10,9,51,26
Rtp4,0,0,0,0,0,0,0,0,0,0,0,0
Rttn,2,63,0,0,6,1,0,4,0,0,1,0
Rubie,0,0,0,0,0,0,0,0,0,0,0,0
Rufy1,0,566,1,2,12,0,266,0,33,19,661,78
Rufy2,152,551,140,16,115,34,345,64,404,258,635,148
Rufy3,3238,2023,52,2574,1482,583,3432,143,4,1849,956,1652
Rufy4,0,0,0,0,0,0,0,0,0,0,0,0
Rundc1,401,485,1,1126,366,476,424,95,250,523,0,29
Rundc3a,519,469,21,120,445,107,532,57,289,178,446,783
Rundc3b,388,75,100,75,0,22,725,22,4,139,7,141
Runx1,0,0,0,0,0,0,0,0,2,23,0,11
Runx1t1,9,8,1,3,24,18,20,27,14,4,3,25
Runx2,187,298,9,3,13,48,167,6,6,53,440,180
Runx3,6,7,1,4,2,3,3,4,3,1,15,6
Rusc1,419,620,1,266,2,514,758,91,4,346,825,494
Rusc2,294,586,116,0,40,176,372,111,628,227,856,146
Ruvbl1,499,401,0,9,142,354,1037,102,354,826,186,997
Ruvbl2,399,317,0,709,0,401,854,1,0,196,0,1
Rwdd1,964,523,5,338,568,94,1250,206,1095,846,179,291
Rwdd2a,0,7,0,1,887,0,188,0,0,0,0,0
Rwdd2b,211,8,1,0,0,235,40,1,57,5,0,0
Rwdd3,213,110,12,1,22,168,659,28,380,249,0,288
Rwdd4a,235,414,175,4,769,62,259,56,87,132,0,337
Rxfp1,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp2,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp3,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp4,0,0,0,0,0,0,0,0,0,0,0,0
Rxra,68,73,0,13,0,34,620,0,0,0,0,73
Rxrb,389,18,97,4,0,54,0,56,162,37,305,163
Rxrg,5,2,2,5,9,1,2,0,3,4,4,5
Rybp,210,145,343,2,179,8,455,36,80,493,17,19
Ryk,60,192,0,1,118,118,5,3,9,3,136,20
Ryr1,77,339,0,94,4,9,14,0,0,118,30,6
Ryr2,1789,3156,1663,613,987,1080,2259,69,319,1118,1583,2333
Ryr3,316,698,201,223,95,628,242,38,133,871,1619,735
S100a1,90,62,0,0,309,214,237,0,0,0,49,105
S100a10,0,9,0,1,0,8,36,1,0,35,53,0
S100a11,16,31,1,0,0,17,0,0,64,0,54,52
S100a13,21,8,8,110,0,0,0,0,11,0,2,0
S100a14,0,0,0,0,0,0,0,0,0,0,0,0
S100a16,186,257,1,0,503,148,0,0,0,72,0,149
S100a2,0,0,0,0,0,0,0,0,0,0,0,0
S100a3,0,0,0,0,0,0,0,0,0,0,0,0
S100a4,0,7,0,0,0,0,50,0,1,0,0,0
S100a5,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,0,12,14,0,0,2,38,0,0,0,108,0
S100a7a,0,0,0,0,0,0,0,0,0,0,0,0
S100a8,0,0,0,0,0,0,0,0,0,0,0,0
S100a9,0,0,0,0,0,0,0,0,0,0,0,0
S100b,45,60,32,23,78,223,195,9,308,63,36,2
S100g,0,0,0,0,0,0,0,0,0,0,0,0
S100pbp,0,19,0,0,0,1,82,0,0,10,0,32
S100z,0,0,0,0,0,0,0,0,0,0,0,0
S1pr1,106,60,8,5,0,0,1,2,42,2,0,7
S1pr2,0,0,0,0,0,0,0,0,0,0,0,0
S1pr3,9,1,0,0,0,0,14,0,0,0,0,0
S1pr4,43,36,2,10,36,52,32,8,25,38,75,86
S1pr5,0,0,0,0,0,0,0,0,0,0,0,0
Saa1,2,0,0,0,0,0,0,0,0,0,0,0
Saa2,0,0,0,0,0,0,0,0,0,0,0,0
Saa3,0,0,0,0,0,0,0,0,0,0,0,0
Saa4,11,17,3,3,1,5,6,4,6,8,22,30
Saal1,102,32,0,0,0,0,8,0,0,0,14,353
Sac3d1,12,20,0,1,13,54,354,0,346,164,0,0
Sacm1l,232,292,20,29,805,332,729,172,42,651,1120,500
Sacs,51,197,0,2,0,3,519,14,503,9,1,1
Sae1,1334,738,0,625,139,386,1799,3,138,946,0,391
Safb,1183,988,1032,183,1878,362,395,44,163,897,1397,987
Safb2,814,1155,123,476,1196,33,469,127,80,673,1085,796
Sag,0,0,0,0,0,0,0,0,0,0,0,0
Sall1,204,0,0,3,0,202,487,1,1,0,0,0
Sall2,152,224,1,250,1121,13,276,112,1,613,873,531
Sall3,0,0,0,0,0,41,0,1,0,0,0,0
Sall4,0,0,0,0,0,2,0,0,0,0,0,0
Samd1,18,0,0,1,0,0,32,45,0,0,0,220
Samd10,411,301,253,0,0,209,9,0,165,359,1,644
Samd11,0,204,0,0,0,0,0,0,60,0,0,313
Samd12,37,1,0,0,2,0,256,0,0,0,0,53
Samd14,184,436,2,3,4,9,136,10,2,86,19,23
Samd3,0,0,0,0,0,0,0,0,0,0,0,0
Samd4,215,154,0,0,370,124,756,67,34,812,2,602
Samd4b,96,175,58,160,58,99,417,137,1029,92,54,377
Samd5,0,0,0,0,1,0,0,0,1,0,0,0
Samd7,1,2,0,0,2,1,0,1,2,1,3,5
Samd8,941,566,67,379,815,432,898,298,207,482,259,365
Samd9l,0,0,0,3,0,0,0,0,0,1,0,0
Samhd1,1,0,2,6,5,0,11,11,0,1,14,0
Samm50,660,446,0,710,1724,299,754,16,495,396,95,200
Samsn1,1,0,0,0,0,0,13,1,0,0,0,0
Samt1,0,0,0,0,0,0,0,0,0,0,0,0
Samt2,0,0,0,0,0,0,0,0,0,0,0,0
Samt3,0,0,0,0,0,0,0,0,0,0,0,0
Samt4,0,0,0,0,0,0,0,0,0,0,0,0
Sap130,453,647,0,2,34,176,696,226,70,854,393,828
Sap18,758,210,57,85,148,47,396,47,363,853,203,196
Sap25,0,0,0,0,0,0,0,0,0,0,0,0
Sap30,49,26,0,0,70,2,119,1,308,38,0,0
Sap30bp,363,613,155,52,713,135,740,11,312,160,0,446
Sap30l,26,29,0,0,72,0,48,35,160,74,0,91
Sapcd1,0,0,0,0,0,0,0,0,0,0,0,0
Sapcd2,0,0,0,0,0,0,0,0,0,1,0,0
Sar1a,1053,1291,0,500,425,571,1763,383,1141,1141,187,1039
Sar1b,906,382,0,10,500,287,898,17,526,251,0,267
Sardh,0,196,5,0,0,3,23,1,55,117,0,0
Sarm1,299,303,0,3,5,0,0,4,58,0,550,194
Sarnp,670,736,48,61,69,134,1339,70,1471,369,314,312
Sars,2838,2948,722,2116,128,153,2789,595,1675,809,1113,2741
Sars2,15,120,0,0,0,488,0,12,0,128,0,497
Sart1,303,599,1,2,143,91,332,159,1202,782,1,474
Sart3,770,357,4,2,3,127,1114,66,74,48,26,9
Sash1,156,5,4,2,9,0,9,2,0,6,0,0
Sash3,42,0,0,0,0,0,0,0,0,0,0,0
Sass6,26,86,10,13,46,21,14,5,18,62,46,63
Sat1,214,232,0,7,47,496,637,0,3,58,6,723
Sat2,301,188,0,0,0,0,193,37,246,128,558,793
Satb1,8,4,1,3,57,1,309,0,224,77,9,7
Satb2,8,3,10,6,4,4,3,9,26,8,5,7
Satl1,0,0,0,0,0,0,0,0,0,0,0,0
Sav1,5,2,1,0,0,6,12,0,0,5,31,3
Saysd1,307,110,29,30,58,82,183,38,140,14,12,202
Sbds,1107,1153,2,87,759,458,1999,224,30,802,759,467
Sbf1,236,855,220,58,209,429,768,74,468,1067,1794,1843
Sbf2,784,893,2,16,31,583,755,87,525,544,385,1120
Sbk1,2,129,0,0,0,25,41,0,0,0,0,6
Sbk2,0,0,0,0,0,0,0,0,0,0,0,0
Sbno1,1903,2288,210,946,504,1046,2628,512,1202,884,3222,1383
Sbno2,2,33,45,1,736,236,6,57,0,100,4,73
Sbp,0,0,0,0,0,0,0,0,0,0,0,0
Sbpl,0,0,0,0,0,0,0,0,0,0,0,0
Sbsn,31,129,15,115,3,16,40,12,0,21,88,129
Sbspon,0,0,0,0,0,0,0,0,0,0,0,0
Sc4mol,294,462,902,858,9,47,195,56,601,200,52,0
Sc5d,328,766,30,15,16,460,1451,68,150,400,140,210
Scaf1,263,182,407,160,431,291,677,37,857,208,85,207
Scaf11,875,436,11,194,68,261,597,45,164,436,248,1052
Scaf4,191,826,172,2,183,356,414,220,157,347,40,87
Scaf8,419,527,1,0,43,76,276,39,100,148,297,684
Scai,575,121,354,16,105,188,465,74,48,148,90,400
Scamp1,2244,1941,325,444,387,1605,4341,421,205,2335,841,926
Scamp2,96,462,0,0,77,6,1,10,78,154,1213,0
Scamp3,416,365,0,1,1,64,1163,1,0,404,0,487
Scamp4,437,1083,1,0,0,130,385,20,0,416,1070,100
Scamp5,2610,1533,456,1221,431,967,3161,347,445,1150,280,1707
Scand1,194,153,0,106,171,36,211,42,45,45,27,54
Scap,448,494,0,25,0,422,500,1,240,112,2,465
Scaper,71,494,3,512,8,202,519,145,197,20,602,236
Scara3,0,0,0,0,258,0,0,0,0,0,0,0
Scara5,0,0,0,0,0,0,0,0,0,0,0,0
Scarb1,17,182,697,0,0,247,440,173,19,20,0,128
Scarb2,1,94,0,1,1,0,0,0,0,5,134,19
Scarf1,0,0,0,0,0,0,0,0,0,2,0,0
Scarf2,0,0,0,0,0,0,0,0,0,0,0,37
Scarna10,0,0,0,0,0,0,0,0,0,0,0,0
Scarna13,2,18,0,0,0,0,0,0,0,0,0,21
Scarna17,0,0,0,0,0,0,0,0,0,0,0,0
Scarna2,0,0,2,0,0,0,1,0,0,0,1,0
Scarna3a,0,0,0,1,0,1,0,0,0,0,0,0
Scarna3b,5,0,0,0,0,0,0,0,0,2,25,1
Scarna6,1,0,0,0,0,0,0,0,0,0,0,0
Scarna8,0,0,0,0,0,0,0,0,0,0,0,0
Scarna9,0,0,0,0,0,0,0,0,0,0,0,0
Sccpdh,713,299,1,2,728,458,532,2,1,314,6,462
Scd1,4,6,0,15,3,18,0,0,2,0,0,3
Scd2,963,469,171,284,52,386,1291,94,724,191,159,186
Scd3,29,60,14,5,8,14,72,13,46,15,46,82
Scd4,10,27,0,1,0,2,6,1,1,12,1,18
Scel,0,2,0,0,0,0,9,2,2,0,0,17
Scfd1,696,403,18,33,65,113,829,110,1,433,8,139
Scfd2,244,68,7,10,1,86,148,88,69,19,43,415
Scg2,8428,8780,773,5253,4129,4751,16621,2104,12427,7163,5844,7062
Scg3,192,347,265,45,0,35,28,30,380,74,297,155
Scg5,271,278,2,396,196,81,923,4,16,159,0,132
Scgb1a1,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b2,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b20,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b24,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b27,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b29,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,3,0,0,0,0,0,0
Scgb1b30,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b7,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1c1,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b19,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b2,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b20,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b23-ps,0,4,0,0,0,0,0,0,5,0,0,11
Scgb2b24,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b26,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b27,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b3,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b7,0,0,0,0,0,0,0,0,0,0,0,0
Scgb3a1,0,0,0,0,0,0,0,0,0,0,0,94
Scgb3a2,0,0,0,0,0,0,0,0,0,0,0,0
Scgn,92,118,0,8,0,0,0,63,350,1,0,36
Schip1,256,216,203,5,333,276,482,20,212,232,67,182
Scimp,0,0,0,0,0,0,0,0,0,0,0,0
Scin,5,9,6,4,6,1,2,10,6,12,38,18
Sclt1,7,26,2,0,16,7,59,22,0,154,23,42
Scly,0,15,0,0,2,7,77,0,0,0,0,80
Scmh1,324,584,0,0,0,116,202,2,1,0,1244,256
Scml2,5,0,0,1,0,127,0,0,0,0,0,2
Scml4,4,1,0,2,0,5,0,2,17,3,2,6
Scn10a,0,0,0,0,0,2,0,0,0,0,0,0
Scn11a,0,0,0,0,0,0,0,0,0,0,0,0
Scn1a,900,975,14,9,11,28,512,9,1,41,1095,420
Scn1b,321,365,2,12,29,241,514,140,255,291,164,391
Scn2a1,1746,2075,680,738,1190,1114,3043,21,1068,1355,1135,3322
Scn2b,1098,610,59,35,20,436,1309,24,32,14,194,682
Scn3a,617,594,13,600,1061,666,760,19,73,492,436,593
Scn3b,904,639,2,64,1092,41,1336,4,4,220,328,887
Scn4a,11,0,0,0,3,1,1,0,0,0,0,0
Scn4b,0,0,0,0,0,1,2,0,0,0,2,0
Scn5a,0,0,0,0,0,0,0,2,0,0,0,0
Scn7a,3,0,0,0,0,0,0,0,0,0,14,0
Scn8a,1147,1084,960,218,266,929,2560,243,1016,1275,582,2334
Scn9a,4,26,22,0,0,0,8,0,0,1,21,7
Scnm1,148,147,0,2,139,42,153,0,375,275,0,110
Scnn1a,0,14,0,0,0,0,290,0,0,0,0,0
Scnn1b,0,0,0,0,0,0,0,0,0,0,0,0
Scnn1g,232,0,0,0,0,71,0,0,0,11,0,70
Sco1,132,111,78,16,81,80,139,2,22,106,140,136
Sco2,0,0,0,0,0,0,0,0,0,0,0,0
Scoc,1394,565,450,514,1410,550,2319,105,574,980,227,155
Scp2,1224,604,5,2198,435,2,366,28,167,154,1,718
Scp2d1,35,12,0,0,0,11,0,0,0,36,0,0
Scpep1,478,302,0,6,0,153,255,29,31,114,0,69
Scrg1,72,7,0,0,0,1,0,0,0,0,0,0
Scrib,142,65,0,273,1,35,83,4,3,0,0,44
Scrn1,176,175,3,0,0,152,697,0,8,158,439,53
Scrn2,0,1,0,0,0,0,0,0,0,0,0,0
Scrn3,177,318,2,0,0,0,567,3,7,0,2,2
Scrt1,2,36,12,7,9,6,1,3,2,3,3,13
Scrt2,0,53,0,0,36,151,73,2,98,91,142,288
Sct,0,0,0,0,0,0,0,0,0,0,0,0
Sctr,0,0,0,0,0,0,0,0,0,0,0,0
Scube1,3,2,8,1,4,2,3,2,6,5,6,21
Scube2,9,0,0,0,0,0,0,1,1,0,0,0
Scube3,27,0,0,0,0,0,0,0,0,0,0,23
Scx,0,0,0,0,0,0,0,0,0,0,0,0
Scyl1,889,423,48,48,250,225,69,44,117,59,669,133
Scyl2,0,342,32,0,1,9,0,0,1,281,1,0
Scyl3,193,78,1,1,2,242,696,1,613,96,34,422
Sdad1,388,603,22,0,3,15,152,5,163,7,56,71
Sdc1,0,2,0,0,0,0,0,0,0,0,0,0
Sdc2,416,86,0,0,986,1,572,0,242,0,4,4
Sdc3,282,896,0,3,19,351,2,0,0,4,4,102
Sdc4,35,50,3,6,471,0,3,15,9,85,25,13
Sdcbp,5095,4269,1192,742,3889,690,9787,249,789,2651,2148,652
Sdcbp2,0,1,0,0,0,0,0,0,0,0,0,15
Sdccag3,985,1421,18,50,174,788,1492,21,8,1189,6,1364
Sdccag8,353,266,181,64,152,25,720,161,150,299,1644,1150
Sde2,176,162,26,128,1680,642,550,108,30,446,476,253
Sdf2,287,712,1,4,433,157,901,3,321,428,146,801
Sdf2l1,103,103,0,0,1,357,420,0,408,275,0,182
Sdf4,1184,2351,13,683,2332,461,2144,188,1653,586,13,328
Sdha,4341,2149,86,639,244,399,2507,157,976,1211,282,1500
Sdhaf1,323,422,0,0,0,83,1074,0,27,172,518,656
Sdhaf2,641,291,3,5,1,156,866,45,691,66,0,53
Sdhb,1444,1294,3,1161,732,462,1903,292,734,1267,415,213
Sdhc,484,268,4,201,758,270,1141,2,914,96,0,171
Sdhd,869,560,5,1,751,53,1399,195,759,491,132,3
Sdk1,265,122,0,0,0,68,0,4,39,0,0,726
Sdk2,0,0,218,70,0,89,0,0,0,85,0,0
Sdpr,26,116,0,0,0,3,33,0,22,0,58,0
Sdr16c5,0,0,0,0,0,0,0,0,0,0,0,0
Sdr16c6,0,0,0,0,0,0,0,0,0,0,0,0
Sdr39u1,534,188,1,13,450,461,995,83,918,102,0,358
Sdr42e1,0,0,0,0,0,0,257,0,0,350,0,0
Sdr9c7,0,0,0,0,0,0,0,0,0,0,0,0
Sds,0,0,0,0,0,0,9,0,0,0,0,0
Sdsl,0,0,0,0,0,0,0,0,0,0,0,0
Sebox,0,0,0,0,0,0,0,0,0,0,0,0
Sec1,4,445,0,0,0,0,1,0,0,0,2,0
Sec11a,259,526,0,0,2,272,1387,2,213,254,523,310
Sec11c,1153,697,317,699,678,525,1640,154,480,1073,1681,529
Sec13,1175,1071,477,152,1039,640,1615,207,86,786,0,540
Sec14l1,463,315,14,30,105,261,4,176,341,1,0,667
Sec14l2,77,115,0,48,1,0,100,5,0,71,10,138
Sec14l3,2,2,0,0,3,0,3,0,0,4,1,2
Sec14l4,0,0,0,0,0,0,0,0,0,0,0,0
Sec14l5,0,69,0,0,0,0,0,0,0,134,0,0
Sec16a,1099,282,20,4,203,94,112,100,89,176,4,644
Sec16b,0,0,0,0,0,0,0,0,0,0,0,0
Sec22a,404,129,1,987,0,1,888,0,0,0,0,6
Sec22b,585,970,4,23,188,285,1659,13,324,1141,17,229
Sec22c,81,19,0,2,5,12,293,24,61,15,6,59
Sec23a,322,741,122,210,1149,224,2195,45,44,427,128,445
Sec23b,213,209,0,328,1215,186,1531,152,700,411,314,313
Sec23ip,832,512,63,525,372,446,388,48,264,730,620,1088
Sec24a,196,376,1,48,117,232,181,44,356,169,24,503
Sec24b,669,928,72,193,34,395,988,90,710,601,3,1231
Sec24c,1161,201,91,17,556,21,758,1,0,651,2090,1271
Sec24d,104,367,0,0,0,53,701,47,1,9,3,67
Sec31a,234,1003,137,490,434,601,725,54,73,535,572,55
Sec31b,0,0,0,0,0,0,0,0,0,0,0,0
Sec61a1,1043,1267,310,692,47,821,2231,247,519,1655,323,762
Sec61a2,275,957,10,3,22,550,1018,113,171,1158,537,556
Sec61b,435,197,0,18,193,71,722,93,397,155,99,8
Sec61g,519,187,302,88,508,160,580,251,561,126,162,92
Sec62,1318,1145,271,161,541,168,1623,298,2112,476,224,301
Sec63,465,217,248,86,326,86,973,112,89,551,43,586
Secisbp2,41,1027,0,0,9,0,537,106,1067,209,365,336
Secisbp2l,381,510,11,66,54,356,755,239,520,368,290,1204
Sectm1a,0,0,0,0,0,0,0,0,0,0,0,0
Sectm1b,0,0,0,0,0,0,0,0,0,0,0,0
Seh1l,703,865,1,3,8,189,565,109,1439,684,0,2126
Sel1l,1251,883,510,236,1255,493,1464,247,146,1283,1,906
Sel1l2,0,0,0,0,0,0,0,3,0,3,0,0
Sel1l3,0,61,0,0,77,6,637,5,0,0,1377,95
Sele,0,0,0,0,0,0,0,0,0,0,0,0
Selenbp1,3,0,0,0,0,0,0,0,144,0,0,0
Selenbp2,0,0,0,0,0,0,0,0,1,0,0,0
Selk,1078,855,40,1253,435,702,1737,94,669,1063,377,425
Sell,0,0,0,0,0,0,0,0,0,0,0,0
Selm,873,250,36,534,289,74,724,25,81,34,1,117
Selp,0,0,0,0,0,17,0,0,0,0,0,0
Selplg,3,115,3,0,2,1439,894,0,690,8,9,295
Selrc1,3,29,0,85,1,377,196,0,0,190,149,0
Sema3a,10,22,0,3,0,0,3,14,1,6,6,10
Sema3b,0,0,0,0,0,18,0,0,0,0,0,100
Sema3c,1,0,1,1,19,3,0,4,2,0,0,8
Sema3d,0,41,0,0,0,0,19,0,0,0,0,0
Sema3e,44,62,1,2,94,409,98,50,668,195,117,26
Sema3f,0,0,0,0,0,0,0,0,0,0,0,0
Sema3g,0,0,0,0,0,0,0,0,0,0,0,0
Sema4a,0,0,0,0,0,0,0,0,0,99,0,0
Sema4b,12,3,0,0,3,9,15,37,21,35,7,46
Sema4c,0,0,0,0,2,0,0,0,0,1,0,0
Sema4d,152,0,1,2,0,28,316,0,0,118,0,0
Sema4f,85,250,1,1,0,1,326,4,0,161,81,34
Sema4g,2,3,0,0,0,0,0,2,0,0,0,6
Sema5a,1445,1369,20,34,708,325,1306,129,222,716,82,803
Sema5b,297,215,5,4,0,5,284,7,6,165,14,23
Sema6a,14,170,6,4,1,1,85,1,4,9,4,162
Sema6b,40,1,9,1,0,0,0,0,0,6,53,110
Sema6c,0,16,0,0,0,11,4,0,1,14,0,0
Sema6d,440,942,67,817,3,459,514,387,1230,359,29,780
Sema7a,46,4,0,0,4,24,5,5,16,4,0,48
