,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
Gpr135,0,0,398,0,279,135,204,54,100,162,0,119
Gpr137,0,3,111,84,367,214,49,31,321,717,471,904
Gpr137b,0,0,0,0,0,0,0,0,0,211,25,0
Gpr137b-ps,35,0,30,62,10,186,0,0,0,124,158,59
Gpr137c,14,0,107,0,0,27,3,0,0,0,85,2
Gpr139,0,0,0,0,0,0,0,0,0,0,0,0
Gpr141,0,0,0,0,0,0,0,0,0,0,0,0
Gpr142,0,0,0,0,0,0,0,0,0,0,0,0
Gpr143,0,0,0,0,0,0,0,0,0,0,0,0
Gpr146,2,0,26,0,90,30,0,0,80,763,1,1
Gpr149,4,1,2,4,2,9,1,7,5,2,5,1
Gpr15,0,0,0,0,0,0,0,0,0,0,0,0
Gpr150,12,0,60,22,18,73,0,59,94,1,0,11
Gpr151,0,0,1,0,0,0,0,0,0,0,0,0
Gpr152,0,0,0,0,0,0,0,0,0,0,0,0
Gpr153,0,0,0,0,10,0,0,0,0,0,177,0
Gpr155,198,51,773,980,540,558,13,346,510,427,6,727
Gpr156,2,0,0,0,0,0,0,0,29,0,0,0
Gpr157,164,100,101,116,49,135,84,150,132,45,50,79
Gpr158,106,57,211,267,738,520,79,310,522,831,113,1356
Gpr160,0,0,0,0,0,0,0,0,0,0,0,0
Gpr161,0,0,1,0,0,24,0,0,1,0,0,0
Gpr162,111,133,105,315,49,82,20,9,98,64,146,46
Gpr165,5,3,0,0,0,0,0,1,2,0,0,1
Gpr17,0,0,0,0,0,0,0,0,0,0,0,51
Gpr171,213,0,59,586,3,239,46,165,242,0,0,59
Gpr173,5,0,5,0,0,199,0,0,18,86,0,65
Gpr174,4,15,23,35,19,50,30,330,8,13,24,22
Gpr176,3,1,12,0,0,1,0,18,0,10,0,1297
Gpr179,0,0,0,0,0,0,0,0,0,0,0,0
Gpr18,1,0,15,0,36,0,70,0,0,0,0,0
Gpr180,7,356,13,135,100,6,4,6,157,391,1,379
Gpr182,0,0,83,0,0,0,0,0,0,0,0,0
Gpr183,0,0,49,0,2,137,0,1,0,0,220,0
Gpr19,0,0,46,0,300,41,0,364,179,0,0,286
Gpr20,0,0,0,0,0,0,2,0,0,0,0,0
Gpr21,0,0,0,0,0,0,0,0,0,0,0,152
Gpr22,216,891,1524,391,2711,2261,258,756,1650,2742,1330,1637
Gpr25,77,43,45,0,37,23,0,16,34,4,40,3
Gpr26,0,90,160,1651,949,0,0,8,0,0,0,0
Gpr27,0,0,0,0,0,62,0,0,26,0,0,0
Gpr3,0,0,0,0,0,29,0,0,1,0,0,35
Gpr30,0,0,0,0,0,1,0,0,0,0,0,0
Gpr31b,0,0,0,0,0,0,0,1,0,0,0,0
Gpr33,0,0,0,0,0,0,0,0,0,0,0,0
Gpr34,0,0,0,0,2,0,0,0,0,0,461,0
Gpr35,4,1,75,2,1,0,3,6,11,3,8,9
Gpr37,17,506,347,385,773,173,10,840,189,824,16,707
Gpr37l1,0,1782,0,2220,9,3,0,0,958,376,840,47
Gpr39,0,0,0,0,0,0,0,0,0,0,0,0
Gpr4,0,0,0,0,0,0,0,0,0,2,0,0
Gpr44,0,0,0,0,0,0,5,0,0,0,0,0
Gpr45,77,0,260,0,0,85,0,358,0,0,0,31
Gpr50,0,0,0,0,0,0,0,0,0,0,0,0
Gpr52,0,0,0,0,0,0,0,0,0,0,0,0
Gpr55,0,0,6,0,0,0,0,0,0,0,0,0
Gpr56,0,0,0,0,0,0,6,0,436,99,0,0
Gpr6,0,0,0,0,0,0,0,0,0,0,0,0
Gpr61,152,0,18,112,988,314,78,47,223,237,131,107
Gpr62,0,0,0,0,1,29,357,0,0,676,0,450
Gpr63,0,0,0,0,1,0,0,0,0,0,0,0
Gpr64,10,4,0,0,0,0,2,28,282,2,4,568
Gpr65,0,0,0,0,0,0,0,0,0,0,0,0
Gpr68,6,29,193,5,379,49,6,767,14,1040,265,1086
Gpr75,78,13,206,1494,219,218,9,0,57,20,0,125
Gpr81,0,0,0,0,0,0,0,0,0,0,0,0
Gpr82,0,0,0,0,0,21,0,0,0,43,0,0
Gpr83,0,0,0,0,0,0,0,0,0,0,0,216
Gpr84,0,0,0,0,0,0,0,0,0,0,0,0
Gpr85,468,1471,474,1559,906,617,8,66,131,854,30,347
Gpr87,0,0,0,0,0,0,0,0,0,0,0,0
Gpr88,0,0,0,0,0,0,0,0,0,0,0,0
Gpr89,1,375,314,0,656,108,1,882,92,0,1,590
Gpr97,0,0,0,0,0,0,0,0,0,0,0,0
Gpr98,0,0,0,8,18,0,0,1,0,33,625,0
Gprasp1,1174,3055,2549,676,7140,4392,2760,1999,2618,2921,2665,5434
Gprasp2,152,1074,769,774,417,283,617,781,533,1998,727,2529
Gprc5a,0,0,0,0,0,0,0,0,0,0,0,0
Gprc5b,24,1,394,159,358,898,518,0,324,423,0,150
Gprc5c,70,45,40,17,20,28,14,40,37,20,13,26
Gprc5d,0,0,0,0,0,0,0,0,0,0,0,0
Gprc6a,0,0,0,0,0,0,0,0,0,0,0,0
Gprin1,334,1715,488,894,439,443,461,1545,841,1588,1162,400
Gprin2,0,0,0,0,0,0,0,0,0,0,0,0
Gprin3,0,0,0,0,0,0,0,0,0,0,0,0
Gps1,408,2494,1307,2837,1830,1073,24,1172,1539,4645,3011,2284
Gps2,32,31,545,503,117,192,9,945,408,613,621,740
Gpsm1,0,0,385,54,20,210,0,0,58,532,21,249
Gpsm2,550,269,34,541,331,430,2,0,407,303,384,229
Gpsm3,0,0,0,0,0,0,0,0,24,0,0,0
Gpt,175,0,47,0,0,0,0,0,16,0,0,31
Gpt2,14,452,61,68,815,340,0,117,192,244,0,741
Gpx1,3,355,264,703,650,195,19,453,348,1437,866,805
Gpx2,0,0,1,0,3,0,0,0,0,0,0,0
Gpx2-ps1,37,0,116,0,92,1,0,0,35,0,0,0
Gpx3,0,0,0,2,0,0,0,42,0,0,5,0
Gpx4,93,1466,684,1759,2642,1619,251,1062,743,4617,2821,3108
Gpx5,0,0,0,0,0,0,0,0,0,0,0,0
Gpx6,0,0,0,0,0,0,0,0,0,0,0,0
Gpx7,0,0,0,0,91,0,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0,0,0,0,0,0,0
Gramd1a,83,1,778,5,355,553,685,421,124,1264,2753,698
Gramd1b,26,184,491,96,358,44,29,33,51,217,176,121
Gramd1c,1,0,21,0,0,0,0,0,1,0,0,0
Gramd2,0,0,82,0,172,0,0,0,0,132,0,0
Gramd3,0,369,0,0,0,1,3,0,0,306,0,0
Gramd4,0,1,316,0,10,284,1,124,80,262,0,310
Grap,4,0,0,4,1,4,1,3,5,4,1,2
Grap2,1,2,6,7,0,3,2,7,11,2,61,7
Grasp,93,142,342,186,206,759,80,13,267,1860,575,126
Grb10,0,2,81,27,547,39,63,183,19,226,0,52
Grb14,320,1289,345,91,797,1423,63,321,770,1075,1464,353
Grb2,442,666,372,488,1356,1006,119,864,1070,2085,1126,948
Grb7,0,0,0,0,0,0,0,0,0,0,0,0
Grcc10,217,1717,618,3180,1919,1241,47,1109,1530,4262,2627,1125
Greb1,14,3,43,2,0,2,1,6,9,1,3,3
Greb1l,82,0,44,0,190,48,10,551,17,379,0,674
Grem1,1,0,0,0,0,0,0,0,0,0,0,0
Grem2,0,0,16,0,89,83,63,6,150,266,65,0
Grhl1,306,450,207,15,713,1328,0,43,68,1049,1122,983
Grhl2,144,0,2,0,0,0,621,301,0,1,0,40
Grhl3,0,0,0,0,0,0,1,0,0,0,0,0
Grhpr,49,475,99,151,412,345,0,247,140,1432,945,172
Gria1,3769,5640,10218,8708,13540,13500,4395,11786,8432,14054,6996,19167
Gria2,7184,5126,16753,9966,15570,19539,6326,12640,12450,17843,9280,21812
Gria3,1554,2445,2267,546,1256,2237,505,2663,2620,2502,728,2805
Gria4,0,10,79,0,69,121,1,0,307,73,0,4047
Grid1,6,5,612,5,508,918,587,390,440,2,237,137
Grid2,0,0,0,91,1,107,1,0,0,0,0,471
Grid2ip,0,0,60,0,33,0,0,0,15,7,0,0
Grifin,0,0,0,0,0,0,0,0,0,0,0,0
Grik1,0,0,0,0,0,0,0,0,0,0,0,104
Grik2,606,598,711,664,1325,1450,410,1280,493,205,1059,1338
Grik3,65,16,651,569,251,149,388,32,66,30,714,505
Grik4,83,203,761,243,764,234,1,1019,194,638,640,329
Grik5,437,828,123,337,376,492,87,452,614,965,49,108
Grin1,470,1765,1490,1569,1267,1614,722,2058,1049,2320,1005,3294
Grin2a,246,51,1192,1105,515,532,949,1088,265,594,184,2114
Grin2b,3469,1374,2203,1186,2691,6514,1956,2270,4904,6464,3930,2262
Grin2c,0,0,0,1,0,0,0,0,0,0,0,0
Grin2d,0,0,0,181,32,12,0,1,134,324,434,58
Grin3a,2,165,24,0,0,59,7,16,92,400,1,157
Grin3b,0,0,0,0,6,0,0,0,68,0,0,0
Grina,768,2304,6250,1439,8073,4886,2156,4348,5029,9593,4218,7190
Grip1,2,0,288,0,413,14,2,0,88,1,0,1221
Grip2,0,0,0,0,0,0,0,0,0,123,0,591
Gripap1,177,214,822,332,1223,840,305,1110,485,3087,1481,1345
Grk1,32,22,60,57,34,67,28,77,32,20,30,35
Grk4,2732,1365,2233,4986,1766,2783,2179,9369,3206,1043,3946,2156
Grk5,0,0,0,0,0,152,1,0,0,0,0,348
Grk6,19,317,91,172,116,66,3,2,140,537,437,573
Grlf1,45,1279,717,858,621,742,663,455,1188,1523,1127,751
Grm1,1002,116,1460,1110,267,1313,355,1685,967,647,490,512
Grm2,206,1028,1121,1894,1250,1200,772,831,1383,1618,1270,676
Grm3,1,348,2,0,16,90,0,3,56,34,0,0
Grm4,0,0,0,0,0,0,0,0,1,0,0,0
Grm5,1173,3022,1697,1964,3009,2731,1390,1523,2765,2794,2477,6826
Grm6,8,1,0,0,0,0,0,251,0,0,0,0
Grm7,514,161,702,0,1208,523,503,2033,1209,680,460,1876
Grm8,0,11,0,0,0,0,0,0,0,0,3,0
Grn,155,2,321,424,275,173,0,402,654,1468,771,489
Grp,35,40,180,2,891,0,14,360,203,948,505,359
Grpel1,142,740,708,1123,1327,878,73,689,134,3044,1821,1271
Grpel2,26,0,565,564,444,296,13,0,57,219,85,765
Grpr,6,1,2,4,0,3,0,0,6,1,2,2
Grrp1,0,0,0,0,0,12,0,0,0,0,0,0
Grsf1,6,628,561,103,263,452,0,746,402,442,199,3313
Grtp1,17,0,0,0,0,0,0,0,19,26,0,0
Grwd1,27,26,906,0,483,233,130,26,257,968,0,376
Grxcr1,0,0,0,0,0,0,1,0,0,0,0,0
Grxcr2,0,0,0,0,0,0,0,0,0,0,0,0
Gsc,0,0,0,0,0,0,0,0,0,0,0,0
Gsc2,0,0,0,0,0,0,0,0,0,0,0,0
Gsdma,0,1,0,5,0,0,0,0,0,0,0,0
Gsdma2,0,0,0,0,0,0,0,0,0,0,0,0
Gsdma3,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmc,0,0,0,0,0,0,1,0,0,0,0,0
Gsdmc2,0,0,0,1,0,0,0,0,0,0,0,3
Gsdmc3,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmc4,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmcl-ps,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmcl1,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmd,0,0,0,0,0,0,0,0,0,0,0,0
Gse1,60,697,812,1014,882,1257,399,1605,638,2159,1629,12
Gsg1,0,0,0,0,0,0,0,0,0,115,0,0
Gsg1l,63,489,833,673,218,728,18,61,387,124,8,66
Gsg2,0,0,0,1,0,0,0,0,0,0,0,0
Gsk3a,103,50,25,24,55,74,0,144,107,62,48,68
Gsk3b,873,1864,1961,2112,2858,3183,508,2457,1841,5460,2818,3977
Gskip,70,0,147,1108,725,708,8,20,300,1045,732,1324
Gsn,0,1812,35,0,0,1,0,0,185,0,1,0
Gspt1,160,962,472,432,384,776,370,1297,765,1215,1517,676
Gspt2,19,148,46,268,92,9,32,52,253,168,1297,1461
Gsr,6,50,217,911,244,670,37,7,126,699,118,4
Gss,5,260,891,272,484,179,2,1163,388,85,1660,735
Gsta1,0,0,0,0,0,0,0,0,0,0,0,0
Gsta2,0,0,0,0,0,0,0,0,0,0,0,0
Gsta3,0,290,1,0,89,1,0,37,0,182,0,10
Gsta4,31,103,216,724,118,154,0,297,434,1176,818,166
Gstcd,0,0,2,0,8,0,0,0,6,0,0,27
Gstk1,0,0,0,0,143,0,0,0,0,0,0,0
Gstm1,161,1452,559,4233,639,826,38,28,1549,3143,1850,45
Gstm2,1,0,0,0,12,0,0,0,32,1,0,0
Gstm3,0,0,0,0,0,0,0,0,0,0,1,0
Gstm4,0,0,0,1,612,106,0,2,28,0,1,0
Gstm5,98,6807,712,1193,2131,729,369,441,963,5034,1820,471
Gstm6,4,867,130,0,203,158,4,0,103,814,0,505
Gstm7,181,0,900,1626,1578,788,115,1,488,3509,2529,959
Gsto1,154,20,78,42,202,81,1,325,366,962,1058,1301
Gsto2,0,0,2,0,0,0,0,0,0,0,105,12
Gstp1,175,531,488,1646,1011,857,98,557,631,2255,1228,621
Gstp2,0,1,0,1,0,0,0,0,0,1,1,0
Gstt1,0,5,97,1,82,124,8,0,122,0,0,0
Gstt2,0,0,0,0,0,0,0,0,0,0,0,0
Gstt3,0,0,0,0,0,0,0,0,0,0,0,0
Gstt4,0,0,0,0,0,0,0,0,0,0,0,0
Gstz1,84,1435,136,0,400,496,104,0,207,654,587,1373
Gsx1,0,0,0,0,0,0,0,0,0,0,0,0
Gsx2,0,0,0,0,0,0,0,0,0,0,0,46
Gt(ROSA)26Sor,230,110,130,28,277,248,0,391,0,389,169,471
Gtdc1,11,7,309,3,35,252,17,59,84,775,1122,236
Gtdc2,26,0,274,36,735,152,46,73,348,206,1,814
Gtf2a1,237,4,552,2296,1384,559,22,30,285,582,421,231
Gtf2a1l,0,0,0,0,0,0,0,0,0,0,0,0
Gtf2a2,22,17,498,881,668,664,0,456,421,951,327,391
Gtf2b,194,416,270,966,199,166,433,7,156,1412,128,920
Gtf2e1,5,0,1,0,65,389,5,17,172,42,0,743
Gtf2e2,51,0,114,0,372,70,3,0,135,1466,1,463
Gtf2f1,373,362,1339,1164,1609,883,158,24,899,3012,1158,989
Gtf2f2,28,185,176,13,871,375,3,644,1,774,700,159
Gtf2h1,300,739,129,3,959,801,2,62,508,1096,1372,1260
Gtf2h2,72,47,403,0,108,39,16,7,526,816,637,463
Gtf2h3,34,0,158,1384,310,4,0,379,14,480,647,94
Gtf2h4,19,0,1,5,231,40,314,12,470,1193,0,861
Gtf2h5,128,300,493,1727,1347,811,234,535,800,2491,1884,1148
Gtf2i,207,3184,1751,984,2556,1923,391,702,2240,2675,2497,2123
Gtf2ird1,210,1624,278,13,26,85,0,27,101,87,0,37
Gtf2ird2,0,1,73,0,158,192,0,81,0,289,249,444
Gtf3a,0,12,55,1,113,89,0,70,55,0,0,20
Gtf3c1,116,148,1499,11,2649,966,287,2021,854,944,960,1847
Gtf3c2,457,192,725,32,2300,1169,915,216,1529,1289,2271,2106
Gtf3c3,126,41,42,3,46,344,1,35,196,156,622,109
Gtf3c4,10,3,341,0,0,386,329,2,168,292,1620,346
Gtf3c5,138,706,151,1581,389,735,33,0,280,300,287,548
Gtf3c6,11,956,61,0,158,345,0,238,196,513,697,134
Gtl3,69,778,455,416,372,152,23,301,432,2009,829,314
Gtpbp1,77,851,411,829,734,769,23,716,804,975,823,822
Gtpbp10,0,0,129,0,0,94,0,0,22,177,0,13
Gtpbp2,2,0,127,109,20,325,732,809,564,4,266,451
Gtpbp3,27,8,134,3,272,18,8,149,143,141,2,211
Gtpbp4,32,3,267,2653,568,512,1,458,668,388,90,961
Gtpbp5,105,1567,187,19,232,15,79,0,1,442,0,145
Gtpbp6,0,0,46,91,13,54,0,78,61,120,0,74
Gtpbp8,35,155,169,20,274,183,0,0,0,0,189,233
Gtse1,40,0,0,0,0,0,0,14,0,0,0,0
Gtsf1,0,0,0,0,0,0,0,1,0,0,0,0
Gtsf1l,0,0,0,0,0,0,0,0,0,0,0,0
Guca1a,0,0,0,0,0,0,0,0,0,0,0,0
Guca1b,0,0,0,0,0,0,0,0,0,0,0,0
Guca2a,0,0,0,0,0,0,0,0,0,0,0,0
Guca2b,0,0,0,0,0,0,0,0,0,0,0,0
Gucd1,87,0,0,0,154,13,0,4,356,8,0,446
Gucy1a2,273,833,437,485,533,671,45,98,87,182,497,313
Gucy1a3,36,39,351,0,1641,194,1,873,42,1089,1285,279
Gucy1b2,0,0,33,0,0,0,0,0,0,0,0,0
Gucy1b3,125,344,854,416,2926,1600,96,929,907,1568,1879,1664
Gucy2c,0,0,0,0,0,0,0,0,0,0,0,14
Gucy2d,0,0,0,0,0,0,0,0,0,0,0,0
Gucy2e,0,0,1,0,0,38,0,0,1,59,0,9
Gucy2f,0,0,0,0,0,0,0,0,0,0,0,0
Gucy2g,2,1,69,0,0,0,0,0,0,0,0,0
Guf1,293,117,658,579,317,150,592,946,170,104,0,409
Guk1,282,827,369,141,1251,1177,18,827,951,2753,1825,1917
Gulo,0,0,0,0,0,0,0,0,0,0,0,0
Gulp1,0,0,0,0,0,0,1,0,0,0,0,0
Gusb,0,0,45,0,151,117,0,0,0,0,0,289
Gvin1,0,0,0,0,0,0,0,0,0,0,0,0
Gxylt1,18,0,34,3,0,185,41,6,81,128,18,476
Gxylt2,0,0,0,0,0,0,0,0,0,0,0,0
Gyg,65,0,314,1,240,227,1,1051,297,1430,566,921
Gyk,60,0,88,0,279,28,0,783,295,429,427,533
Gykl1,0,0,0,0,0,0,0,0,0,0,0,0
Gyltl1b,0,0,0,0,0,0,0,0,0,0,0,0
Gypa,0,0,0,0,0,0,0,0,4,0,0,0
Gypc,0,0,0,0,32,0,0,0,25,143,0,0
Gys1,265,0,4,1,6,0,4,13,0,0,0,1394
Gys2,0,0,0,0,0,0,0,0,0,0,0,0
Gzf1,60,4,850,0,3,28,154,535,217,1066,131,316
Gzma,0,0,0,0,0,0,0,0,0,0,0,0
Gzmb,0,0,0,0,0,0,0,0,0,0,0,0
Gzmc,0,0,0,0,0,0,0,0,0,0,0,0
Gzmd,0,0,0,0,0,0,0,0,0,0,0,0
Gzme,0,0,0,0,0,0,0,0,0,0,0,0
Gzmf,0,0,0,0,0,0,0,0,0,0,0,0
Gzmg,0,0,0,0,0,0,0,0,0,0,0,0
Gzmk,0,0,0,0,0,0,0,0,0,0,0,0
Gzmm,1,0,0,0,97,1,0,0,0,0,0,0
Gzmn,0,0,0,0,0,0,0,0,0,0,2,0
H13,104,10,320,1334,893,1036,11,491,778,1284,1715,1044
H19,42,0,0,0,0,0,0,0,0,0,0,0
H1f0,215,2788,817,315,1123,1432,4,213,1148,1355,260,1752
H1fnt,0,0,0,0,0,0,0,0,0,0,0,0
H1foo,0,0,7,0,0,0,0,0,0,0,0,0
H1fx,44,159,8,124,11,30,8,20,45,74,46,5
H2-Aa,0,0,0,0,0,0,0,0,0,0,2,0
H2-Ab1,0,0,0,0,0,0,0,0,0,0,0,0
H2-Bl,0,0,0,0,0,0,0,0,0,0,0,0
H2-D1,146,1,35,1,50,145,156,90,8,104,0,80
H2-DMa,0,1166,227,3,129,184,0,15,76,868,27,105
H2-DMb1,0,0,0,9,0,0,0,0,7,0,0,0
H2-DMb2,0,0,0,296,0,0,0,0,30,0,0,0
H2-Ea-ps,0,0,0,0,0,0,0,0,0,0,0,0
H2-Eb1,0,0,0,0,0,15,0,0,0,0,0,0
H2-Eb2,9,1,0,0,0,0,0,0,4,0,0,0
H2-K1,0,0,21,0,125,1,1,149,154,0,0,0
H2-K2,0,0,20,0,0,77,0,0,0,0,0,0
H2-Ke2,298,828,279,1278,728,426,98,711,491,1704,2266,354
H2-Ke6,88,18,245,0,154,461,2,857,704,1046,1111,155
H2-L,0,0,0,0,0,0,0,0,0,0,0,0
H2-M1,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.1,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.2,0,0,0,0,77,0,0,0,0,0,0,0
H2-M10.3,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.4,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.6,0,0,0,0,0,0,0,0,0,0,0,0
H2-M11,0,0,0,0,0,0,0,0,0,0,0,0
H2-M2,2,2,2,1,0,3,0,9,1,2,1,2
H2-M3,0,0,16,0,0,0,0,0,1,0,0,0
H2-M5,0,0,12,0,0,0,0,0,0,0,0,0
H2-M9,0,0,0,0,0,0,0,0,0,0,0,0
H2-Oa,0,0,0,0,0,0,0,0,0,0,0,0
H2-Ob,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q1,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q10,0,0,0,0,0,0,0,0,0,5,0,0
H2-Q2,0,0,0,0,0,0,0,0,0,5,0,0
H2-Q4,8,6,22,25,21,32,10,21,19,6,6,22
H2-Q5,0,0,0,0,0,0,0,0,0,73,0,0
H2-Q6,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q7,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q8,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q9,0,0,0,0,0,0,0,0,0,0,0,0
H2-T10,69,41,74,56,45,72,18,53,63,15,26,39
H2-T22,0,0,0,0,0,0,0,0,0,0,0,0
H2-T23,12,12,79,32,17,32,6,27,24,15,11,107
H2-T24,15,40,201,9,162,176,21,310,111,28,457,454
H2-T3,28,8,7,21,5,4,10,6,31,13,8,15
H2-T9,0,0,0,0,0,0,0,0,0,0,0,0
H2afb1,0,0,0,0,0,0,0,0,0,0,0,0
H2afj,27,1190,285,1397,913,321,159,501,340,1805,1217,655
H2afv,160,620,112,50,792,410,8,770,391,240,1147,51
H2afx,87,1508,316,29,910,620,1,107,355,2135,722,468
H2afy,821,1721,487,138,655,461,196,1677,349,2976,2811,339
H2afy2,16,3,64,55,22,53,0,0,90,263,29,330
H2afy3,1,0,1,0,0,1,0,0,1,2,1,4
H2afz,486,2388,3147,3829,3930,2923,223,1947,2316,10128,4004,3439
H2bfm,0,0,0,0,0,0,0,0,0,0,0,0
H3f3a,435,1794,1769,1918,2623,1257,99,1633,1024,4403,2740,1487
H3f3b,778,2142,2801,8019,6620,4969,329,3326,4530,11945,6405,3956
H60b,0,0,0,0,0,0,0,0,0,0,0,0
H60c,0,0,0,0,0,0,1,0,0,0,0,0
H6pd,2,0,0,0,0,37,0,18,0,395,0,0
Haao,0,0,0,0,0,0,0,0,0,214,0,0
Habp2,0,0,0,0,0,0,0,0,0,0,0,0
Habp4,291,0,499,651,262,661,192,518,962,1287,1067,2519
Hace1,88,211,876,42,1090,135,226,274,397,112,14,1153
Hacl1,2,0,0,0,0,0,0,0,21,0,0,0
Hadh,0,0,179,0,0,0,0,116,128,1,0,40
Hadha,98,41,559,969,205,46,0,41,32,669,0,198
Hadhb,30,249,72,1,924,431,99,42,24,1168,12,1911
Hagh,22,15,812,0,1441,991,358,295,850,5022,2844,1927
Haghl,465,421,379,340,557,1120,26,502,247,1364,1245,2493
Hal,0,0,0,0,0,0,0,0,0,0,3,0
Hamp,0,0,0,0,0,0,0,0,0,0,0,0
Hamp2,0,0,0,0,0,0,0,0,0,0,0,0
Hand1,0,0,0,0,0,0,0,0,0,0,0,0
Hand2,0,0,0,0,1,0,0,0,0,0,0,0
Hao1,0,0,0,0,0,0,0,0,0,0,0,0
Hao2,0,0,0,0,0,0,0,0,0,4,0,0
Hap1,1249,2028,1093,2202,3190,1539,200,1298,1018,793,2344,2396
Hapln1,0,0,0,0,0,0,0,0,0,0,0,210
Hapln2,0,0,0,0,0,0,0,0,7,0,0,0
Hapln3,0,0,0,0,0,0,0,0,0,12,0,0
Hapln4,30,0,274,0,0,103,4,0,0,1144,0,4082
Harbi1,4,0,3,1,0,1,3,245,4,0,0,66
Hars,225,1027,480,335,2552,308,464,331,174,1041,748,1435
Hars2,2,0,353,3,2,587,293,0,168,481,0,1437
Has1,0,0,27,0,0,0,0,0,0,0,0,0
Has2,0,0,0,0,0,0,0,0,0,0,0,0
Has2as,0,0,0,0,0,0,0,0,0,0,0,0
Has3,0,0,0,0,0,6,0,0,0,0,0,0
Hat1,0,0,25,1,494,100,2,0,38,384,1154,283
Haus1,0,964,0,0,252,172,119,0,0,688,0,9
Haus2,30,12,406,13,906,48,53,50,323,627,123,697
Haus3,33,0,0,0,1,6,0,0,239,4,0,226
Haus4,0,0,2,0,0,0,0,0,0,0,0,241
Haus5,0,0,164,0,308,0,0,161,0,661,0,264
Haus6,0,0,38,0,0,0,0,0,19,0,0,122
Haus7,0,0,217,80,204,50,0,0,181,40,336,0
Haus8,8,0,172,0,488,0,0,0,0,266,0,0
Havcr1,0,0,0,0,0,0,0,0,0,0,0,0
Havcr2,3,2,5,4,125,4,0,5,6,2,3,6
Hax1,37,1,450,645,503,548,492,470,277,1414,1850,1193
Hba-a1,0,0,0,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0
Hba-x,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-b1,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-b2,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bh1,0,0,0,0,22,0,0,0,0,0,0,0
Hbb-bh2,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-y,0,0,0,0,0,0,0,0,0,0,0,0
Hbegf,37,0,9,0,0,0,0,0,0,7,0,17
Hbp1,87,0,477,119,27,197,296,156,348,612,300,1610
Hbq1a,0,0,0,0,0,0,0,0,0,3,0,0
Hbq1b,7,0,11,0,9,0,0,0,2,30,35,0
Hbs1l,94,170,454,976,1028,287,2,181,389,467,1859,702
Hc,0,0,0,0,0,0,0,0,0,0,0,0
Hccs,39,3,494,28,512,4,3,1,165,442,82,840
Hcfc1,134,103,276,236,464,723,133,467,663,714,16,1639
Hcfc1r1,31,535,263,1262,327,464,15,370,472,1193,1686,471
Hcfc2,78,246,322,370,111,248,86,167,152,229,411,277
Hck,0,0,0,0,0,0,0,0,0,0,0,0
Hcls1,0,0,0,0,0,0,0,0,0,0,262,0
Hcn1,2,0,0,226,2,0,0,2,0,28,0,683
Hcn2,57,82,23,0,87,5,0,70,33,24,0,66
Hcn3,2,0,1,0,336,0,0,0,0,0,0,4
Hcn4,0,0,0,0,0,0,0,0,0,0,0,0
Hcrt,0,0,0,0,0,0,0,0,0,0,0,0
Hcrtr1,1,0,0,0,0,0,0,0,0,0,0,0
Hcrtr2,0,0,0,0,0,0,0,0,0,0,0,0
Hcst,0,0,0,0,0,0,0,0,0,0,0,0
Hdac1,4,1,640,871,335,546,431,936,94,1878,772,437
Hdac10,15,0,189,32,591,401,0,526,196,0,0,15
Hdac11,18,215,939,1479,1512,798,5,98,486,847,185,1436
Hdac2,111,155,1344,803,715,1081,370,16,222,2459,2333,413
Hdac3,41,2,622,769,857,1313,808,1417,1303,1193,1805,3096
Hdac4,22,0,38,1032,17,2,258,53,82,120,46,724
Hdac5,38,1456,301,0,24,290,154,427,395,569,481,1344
Hdac6,116,85,50,34,1959,175,43,249,561,581,190,1438
Hdac7,83,37,512,767,286,144,388,637,387,588,602,508
Hdac8,2,2,31,0,122,71,0,10,282,0,0,867
Hdac9,253,3,167,31,39,32,0,31,144,692,121,1301
Hdc,0,0,0,0,0,0,0,0,0,0,0,32
