,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
Hspa1l,0,0,0
Hspa2,483,1454,2073
Hspa4,190,211,1016
Hspa4l,107,72,998
Hspa5,1768,357,7525
Hspa8,13593,9918,28825
Hspa9,1249,482,1460
Hspb1,0,0,18
Hspb11,0,0,128
Hspb2,0,0,0
Hspb3,0,0,0
Hspb6,0,0,22
Hspb7,2,1,10
Hspb8,0,0,0
Hspb9,0,0,0
Hspbap1,0,0,92
Hspbp1,1531,363,1064
Hspd1,3135,2441,2375
Hspe1,770,49,748
Hspg2,0,0,0
Hsph1,2616,1343,3066
Htatip2,0,0,0
Htatsf1,72,2,921
Htr1a,0,0,2254
Htr1b,0,0,0
Htr1d,0,0,0
Htr1f,974,0,0
Htr2a,0,0,0
Htr2b,0,0,0
Htr2c,13,32,0
Htr3a,0,0,0
Htr3b,1,2,3
Htr4,755,527,0
Htr5a,0,0,0
Htr5b,0,0,0
Htr6,0,0,224
Htr7,0,0,0
Htra1,7,105,364
Htra2,621,0,388
Htra3,0,0,0
Htra4,83,1,532
Htt,1,199,129
Hunk,0,0,0
Hus1,0,0,0
Hus1b,0,0,0
Huwe1,299,1977,692
Hvcn1,0,0,0
Hyal1,3,5,10
Hyal2,0,0,0
Hyal3,56,27,81
Hyal4,0,0,0
Hyal5,0,0,0
Hyal6,0,0,0
Hydin,0,0,0
Hyi,0,0,0
Hyls1,0,0,15
Hyou1,158,39,170
Hypk,731,670,470
I730028E13Rik,0,0,0
I730030J21Rik,0,0,0
I830012O16Rik,2,0,1
I830077J02Rik,0,0,0
Iah1,0,1,0
Iapp,0,0,0
Iars,0,0,10
Iars2,0,0,0
Iba57,3,1,0
Ibsp,0,0,0
Ibtk,0,2,722
Ica1,8,0,621
Ica1l,0,0,0
Icam1,0,0,0
Icam2,0,0,0
Icam4,0,0,153
Icam5,1218,1268,2725
Ick,0,0,0
Icmt,0,0,0
Icos,0,0,0
Icosl,0,0,0
Ict1,134,0,184
Id1,0,0,0
Id2,1149,48,1972
Id3,0,0,19
Id4,0,86,0
Ide,0,286,6
Idh1,1725,6,0
Idh2,1337,0,156
Idh3a,2786,3471,1957
Idh3b,2790,606,3270
Idh3g,1756,1511,2956
Idi1,1,2,1775
Idi2,0,0,0
Idnk,6,4,170
Ido1,0,0,0
Ido2,0,1,0
Ids,1008,198,1085
Idua,0,0,0
Ier2,0,0,0
Ier3,0,0,0
Ier3ip1,1692,279,1066
Ier5,0,0,0
Ier5l,0,0,0
Iffo1,708,964,694
Iffo2,36,47,34
Ifi202b,0,0,0
Ifi203,25,15,26
Ifi204,0,0,0
Ifi205,0,0,0
Ifi27l1,0,3,0
Ifi27l2a,0,0,0
Ifi27l2b,0,0,0
Ifi30,0,0,0
Ifi35,0,0,0
Ifi44,1,0,0
Ifi44l,0,0,0
Ifi47,0,0,0
Ifih1,0,0,0
Ifit1,3,2,7
Ifit2,10,0,0
Ifit3,2,19,2
Ifitm1,0,0,0
Ifitm10,0,0,0
Ifitm2,63,0,129
Ifitm3,3,1705,0
Ifitm5,0,0,0
Ifitm6,0,0,0
Ifitm7,1,0,0
Ifltd1,0,0,0
Ifna1,0,0,0
Ifna11,0,0,0
Ifna12,0,0,0
Ifna13,0,0,0
Ifna14,0,0,0
Ifna2,0,0,0
Ifna4,0,0,0
Ifna5,0,0,0
Ifna6,0,0,0
Ifna7,0,0,0
Ifna9,0,0,0
Ifnab,0,0,0
Ifnar1,330,217,776
Ifnar2,0,0,0
Ifnb1,0,0,0
Ifne,0,0,0
Ifng,0,0,0
Ifngr1,0,0,0
Ifngr2,2120,12,993
Ifnk,0,0,0
Ifnl2,0,0,0
Ifnl3,0,0,0
Ifnlr1,0,0,0
Ifnz,0,0,0
Ifrd1,1091,190,201
Ifrd2,0,0,0
Ift122,0,0,0
Ift140,0,0,0
Ift172,0,0,848
Ift20,345,55,263
Ift27,57,65,0
Ift43,0,0,0
Ift46,1212,166,217
Ift52,720,0,105
Ift57,0,41,831
Ift74,235,0,5
Ift80,0,157,367
Ift81,94,0,331
Ift88,21,0,0
Igbp1,0,0,0
Igbp1b,0,0,0
Igdcc3,0,0,0
Igdcc4,87,0,11
Igf1,7,0,0
Igf1r,183,0,243
Igf2,0,1,0
Igf2as,0,0,0
Igf2bp1,0,0,0
Igf2bp2,0,0,0
Igf2bp3,24,3,0
Igf2r,77,0,354
Igfals,0,0,0
Igfbp1,0,0,0
Igfbp2,0,170,0
Igfbp3,0,0,645
Igfbp4,657,1,0
Igfbp5,455,356,2233
Igfbp6,362,0,0
Igfbp7,0,0,0
Igfbpl1,19,0,0
Igfl3,0,0,0
Igflr1,0,0,0
Igfn1,0,0,0
Ighmbp2,11,0,2
Igj,0,0,0
Igll1,0,0,0
Iglon5,1,4,9
Igsf1,87,0,0
Igsf10,0,0,0
Igsf11,54,0,171
Igsf21,5,0,0
Igsf23,0,0,0
Igsf3,330,776,1207
Igsf5,0,0,0
Igsf6,0,0,0
Igsf8,2469,5,2276
Igsf9,56,1,2
Igsf9b,0,0,0
Igtp,0,0,0
Ihh,0,0,0
Iigp1,0,0,0
Ik,173,711,785
Ikbip,18,2,122
Ikbkap,92,2,3
Ikbkb,257,119,2
Ikbke,0,0,0
Ikbkg,11,2,26
Ikzf1,0,0,0
Ikzf2,0,0,0
Ikzf3,0,0,0
Ikzf4,84,1,0
Ikzf5,4,153,27
Il10,0,0,0
Il10ra,0,0,0
Il10rb,0,0,0
Il11,4,6,17
Il11ra1,0,0,0
Il11ra2,0,0,0
Il12a,0,0,0
Il12b,0,0,0
Il12rb1,0,0,0
Il12rb2,0,0,0
Il13,0,0,0
Il13ra1,0,0,0
Il13ra2,0,0,0
Il15,0,0,0
Il15ra,0,0,0
Il16,0,0,0
Il17a,0,0,0
Il17b,0,0,0
Il17c,0,0,0
Il17d,0,0,16
Il17f,0,0,0
Il17ra,10,1,4
Il17rb,0,0,0
Il17rc,0,0,18
Il17rd,13,1,114
Il17re,0,0,0
Il18,0,0,2
Il18bp,0,0,0
Il18r1,8,14,18
Il18rap,0,0,0
Il19,0,0,0
Il1a,0,0,0
Il1b,0,0,0
Il1f10,0,0,0
Il1f5,0,0,0
Il1f6,0,0,0
Il1f8,0,0,0
Il1f9,0,0,24
Il1r1,0,1128,0
Il1r2,0,0,1
Il1rap,4,166,1945
Il1rapl1,129,0,305
Il1rapl2,0,0,0
Il1rl1,13,1,10
Il1rl2,0,0,0
Il1rn,9,0,2
Il2,0,0,0
Il20,0,0,0
Il20ra,0,0,0
Il20rb,0,0,361
Il21,0,0,0
Il21r,0,7,6
Il22,0,0,0
Il22ra1,1,0,0
Il22ra2,0,0,0
Il23a,0,0,0
Il23r,0,0,0
Il24,0,0,0
Il25,0,0,0
Il27,0,0,0
Il27ra,52,0,0
Il2ra,12,5,16
Il2rb,0,5,0
Il2rg,0,0,0
Il3,0,0,0
Il31,0,0,0
Il31ra,0,0,0
Il33,2,0,730
Il34,0,0,0
Il3ra,0,0,104
Il4,0,0,0
Il4i1,0,0,0
Il4ra,0,0,0
Il5,0,0,0
Il5ra,78,11,36
Il6,0,1,0
Il6ra,0,0,0
Il6st,0,0,57
Il7,0,0,0
Il7r,1,1,0
Il8,3,0,4
Il9,0,0,0
Il9r,0,0,0
Ildr1,0,0,0
Ildr2,651,26,201
Ilf2,1648,514,409
Ilf3,276,1480,2079
Ilk,84,1525,465
Ilkap,702,0,1
Iltifb,0,0,0
Ilvbl,0,0,1
Immp1l,71,1,237
Immp2l,0,0,247
Immt,44,1619,569
Imp3,837,77,670
Imp4,648,0,486
Impa1,1930,57,810
Impa2,0,0,0
Impact,1917,92,2567
Impad1,138,0,692
Impdh1,238,1,461
Impdh2,0,4,0
Impg1,0,0,1
Impg2,0,0,0
Ina,1671,6,271
Inadl,3,28,0
Inca1,0,0,0
Incenp,0,0,424
Inf2,881,378,75
Ing1,0,382,659
Ing2,274,40,5
Ing3,30,0,72
Ing4,336,0,854
Ing5,0,0,222
Inha,436,0,0
Inhba,0,4,0
Inhbb,0,0,0
Inhbc,0,0,0
Inhbe,0,0,0
Inip,339,25,365
Inmt,0,0,0
Ino80,0,0,25
Ino80b,16,0,0
Ino80c,0,18,130
Ino80d,51,3,3
Ino80e,0,0,114
Inpp1,0,0,442
Inpp4a,559,772,4247
Inpp4b,484,18,0
Inpp5a,0,0,0
Inpp5b,0,0,0
Inpp5d,0,1,0
Inpp5e,1,0,692
Inpp5f,1,0,711
Inpp5j,16,0,0
Inpp5k,0,0,741
Inppl1,0,0,0
Ins1,0,0,0
Ins2,0,0,0
Insc,0,0,0
Insig1,75,112,0
Insig2,42,229,2745
Insl3,0,0,0
Insl5,0,0,154
Insl6,0,0,0
Insm1,3,0,5
Insm2,0,0,0
Insr,4,160,56
Insrr,0,0,0
Ints1,38,0,446
Ints10,1,0,12
Ints12,0,0,0
Ints2,0,0,1
Ints3,0,1,86
Ints4,9,0,0
Ints5,0,106,772
Ints6,0,0,0
Ints7,0,0,0
Ints8,28,0,0
Ints9,1271,0,575
Intu,74,0,32
Invs,20,0,11
Ip6k1,303,976,740
Ip6k2,107,0,5
Ip6k3,0,0,0
Ipcef1,1,319,750
Ipmk,0,0,0
Ipo11,0,0,0
Ipo13,0,0,1130
Ipo4,0,26,796
Ipo5,1753,1,166
Ipo7,150,90,0
Ipo8,227,389,350
Ipo9,929,24,2312
Ipp,2,0,596
Ippk,392,0,1627
Ipw,528,1,80
Iqca,0,0,0
Iqcb1,52,0,1571
Iqcc,86,88,0
Iqcd,0,0,0
Iqce,194,0,0
Iqcf1,0,0,0
Iqcf3,0,0,0
Iqcf4,0,0,0
Iqcf5,0,0,0
Iqcf6,0,0,0
Iqcg,0,0,0
Iqch,0,0,0
Iqcj,2,0,0
Iqck,0,0,0
Iqgap1,6,87,241
Iqgap2,0,59,52
Iqgap3,0,0,0
Iqsec1,221,1203,434
Iqsec2,377,175,191
Iqsec3,26,1,336
Iqub,0,0,0
Irak1,891,244,80
Irak1bp1,784,0,649
Irak2,3,5,13
Irak3,0,0,0
Irak4,1,0,0
Ireb2,452,753,0
Irf1,0,101,0
Irf2,162,1,0
Irf2bp1,152,0,379
Irf2bp2,3,909,119
Irf2bpl,159,52,1280
Irf3,0,0,0
Irf4,0,0,0
Irf5,0,735,0
Irf6,0,0,0
Irf7,0,0,0
Irf8,0,0,0
Irf9,598,0,383
Irg1,0,0,0
Irgc1,0,0,0
Irgm1,3,0,3
Irgm2,1,1,2
Irgq,42,22,69
Irs1,0,0,1253
Irs2,4,26,84
Irs3,0,0,0
Irs4,0,0,0
Irx1,0,0,0
Irx2,0,0,0
Irx3,0,0,0
Irx4,0,0,0
Irx5,0,0,0
Irx6,0,0,0
Isca1,1549,27,1162
Isca2,465,862,192
Iscu,347,1087,897
Isg15,0,1,0
Isg20,0,0,0
Isg20l2,2,4,2
Isl1,0,0,0
Isl2,0,0,0
Islr,0,0,0
Islr2,195,0,255
Ism1,0,0,0
Isoc1,88,6,0
Isoc2a,0,0,0
Isoc2b,0,0,192
Ispd,911,0,0
Ist1,2132,3,934
Isx,0,0,0
Isy1,577,21,588
Isyna1,1,0,0
Itch,0,0,1
Itfg1,4591,17,2559
Itfg2,0,0,2
Itfg3,0,0,2
Itga1,0,0,0
Itga10,0,0,0
Itga11,30,1,62
Itga2,0,0,0
Itga2b,6,0,0
Itga3,9,0,0
Itga4,42,5,75
Itga5,0,0,0
Itga6,0,0,1
Itga7,0,0,0
Itga8,0,0,530
Itga9,0,0,0
Itgad,0,0,0
Itgae,0,0,0
Itgal,0,0,0
Itgam,5,0,3
Itgav,286,91,863
Itgax,0,0,0
Itgb1,0,0,52
Itgb1bp1,810,0,0
Itgb1bp2,0,0,0
Itgb2,0,0,0
Itgb2l,0,0,0
Itgb3,2,0,4
Itgb3bp,0,0,0
Itgb4,1,0,0
Itgb5,0,0,0
Itgb6,5,36,8
Itgb7,0,0,0
Itgb8,0,0,0
Itgbl1,1,0,2
Itih1,0,0,0
Itih2,0,0,0
Itih3,0,0,0
Itih4,0,0,0
Itih5,4,1,0
Itk,0,0,0
Itln1,0,0,0
Itm2a,24,33,0
Itm2b,7131,1492,8639
Itm2c,3373,4175,12762
Itpa,260,17,1672
Itpk1,0,0,1408
Itpka,807,258,1188
Itpkb,0,0,0
Itpkc,0,0,49
Itpr1,0,138,0
Itpr2,0,0,0
Itpr3,0,0,4
Itprip,0,0,0
Itpripl1,7,9,16
Itpripl2,0,0,0
Itsn1,2190,1148,2040
Itsn2,0,672,1
Ivd,170,0,319
Ivl,0,0,0
Ivns1abp,1025,1222,713
Iws1,63,27,774
Iyd,0,0,0
Izumo1,0,0,0
Izumo2,0,0,0
Izumo3,0,0,0
Izumo4,297,0,383
Jag1,0,27,8
Jag2,0,0,0
Jagn1,627,0,635
Jak1,1455,99,2746
Jak2,50,1,0
Jak3,1,0,0
Jakmip1,8,1230,9
Jakmip2,742,20,425
Jakmip3,0,0,76
Jam2,0,14,0
Jam3,105,0,0
Jarid2,768,89,2
Jazf1,2,1351,1140
Jdp2,0,0,0
Jhdm1d,59,2311,490
Jkamp,1233,1,1346
Jmjd1c,0,0,387
Jmjd4,0,16,767
Jmjd6,0,0,141
Jmjd7,614,0,0
Jmjd8,563,49,9
Jmy,523,0,0
Josd1,0,0,293
Josd2,81,0,178
Jph1,0,215,78
Jph2,0,0,0
Jph3,1159,3675,3935
Jph4,953,1101,2775
Jpx,35,36,75
Jrk,1460,96,0
Jrkl,93,0,3
Jsrp1,0,0,0
Jtb,0,0,116
Jun,2899,3519,4434
Junb,943,333,465
Jund,120,107,0
Jup,141,0,0
Kalrn,1239,1219,2031
Kank1,0,1,0
Kank2,4,6,2
Kank3,847,0,0
Kank4,0,2,0
Kansl1,20,1,961
Kansl1l,85,0,0
Kansl2,0,0,0
Kansl3,91,0,0
Kap,0,0,0
Kars,873,0,531
Kat2a,726,0,0
Kat2b,0,0,0
Kat5,0,1742,443
Kat6a,191,80,116
Kat6b,73,269,73
Kat7,558,1939,1072
Kat8,0,0,0
Katna1,0,14,0
Katnal1,10,21,550
Katnal2,0,0,0
Katnb1,766,0,355
Katnbl1,0,0,150
Kazald1,0,0,0
Kazn,40,0,0
Kbtbd11,1836,564,1188
Kbtbd12,0,0,0
Kbtbd13,0,0,0
Kbtbd2,1094,7,154
Kbtbd3,902,0,0
Kbtbd4,684,947,217
Kbtbd7,39,31,2
Kbtbd8,0,0,14
Kcmf1,100,3,495
Kcna1,1224,68,3084
Kcna10,0,0,0
Kcna2,1577,102,1136
Kcna3,0,0,0
Kcna4,794,225,573
Kcna5,0,0,0
Kcna6,94,0,686
Kcna7,0,0,0
Kcnab1,1053,0,701
Kcnab2,803,524,2476
Kcnab3,0,0,14
Kcnb1,827,3,746
Kcnb2,0,0,520
Kcnc1,522,92,1960
Kcnc2,810,824,10
Kcnc3,70,24,596
Kcnc4,1402,0,1718
Kcnd1,0,0,0
Kcnd2,1106,20,3919
Kcnd3,283,32,932
Kcne1,0,0,0
Kcne1l,0,0,0
Kcne2,0,0,0
Kcne3,0,0,0
Kcne4,0,0,0
Kcnf1,2,19,855
Kcng1,0,0,299
Kcng2,0,178,648
Kcng3,0,0,0
Kcng4,0,0,0
Kcnh1,20,0,46
Kcnh2,3,0,0
Kcnh3,57,0,717
Kcnh4,0,0,0
Kcnh5,0,0,0
Kcnh6,0,0,0
Kcnh7,27,0,0
Kcnh8,0,0,0
Kcnip1,1005,1,167
Kcnip2,911,0,1696
Kcnip3,4291,2,2191
Kcnip4,927,26,1159
Kcnj1,0,0,3
Kcnj10,1106,105,103
Kcnj11,0,0,0
Kcnj12,100,1,5
Kcnj13,0,0,0
Kcnj14,0,0,0
Kcnj15,17,7,12
Kcnj16,23,303,3
Kcnj2,3,0,281
Kcnj3,0,3,450
Kcnj4,52,1,713
Kcnj5,0,0,0
Kcnj6,264,0,652
Kcnj8,0,0,0
Kcnj9,1027,0,2477
Kcnk1,2240,2150,293
Kcnk10,0,0,58
Kcnk12,39,0,0
Kcnk13,0,0,0
Kcnk15,0,0,0
Kcnk16,0,0,0
Kcnk18,0,0,0
Kcnk2,6,10,655
Kcnk3,0,3,1
Kcnk4,0,0,0
Kcnk5,0,0,0
Kcnk6,20,5,8
Kcnk7,0,0,0
Kcnk9,0,0,0
Kcnma1,1091,1,1400
Kcnmb1,0,12,12
Kcnmb2,0,0,0
Kcnmb3,0,0,0
Kcnmb4,0,0,250
Kcnn1,58,35,335
Kcnn2,0,3,115
Kcnn3,0,0,351
Kcnn4,0,0,0
Kcnq1,0,0,0
Kcnq1ot1,3510,3831,5098
Kcnq2,889,689,892
Kcnq3,0,0,0
Kcnq4,0,0,0
Kcnq5,70,24,0
Kcnrg,0,0,0
Kcns1,0,0,0
Kcns2,1663,2,584
Kcns3,0,0,0
Kcnt1,1,0,0
Kcnt2,0,0,0
Kcnu1,0,0,306
Kcnv1,168,64,0
Kcnv2,0,0,0
Kcp,0,0,0
Kctd1,3,11,3
Kctd10,365,0,1
Kctd11,0,0,0
Kctd12,0,3,225
Kctd12b,3,9,16
Kctd13,556,1357,2117
Kctd14,101,54,92
Kctd15,0,0,0
Kctd16,572,84,663
Kctd17,27,0,358
Kctd18,0,394,0
Kctd19,0,0,0
Kctd2,5,0,1
Kctd20,0,0,33
Kctd21,21,0,0
Kctd3,10,1,100
Kctd4,1878,321,2205
Kctd5,1,0,0
Kctd6,0,893,80
Kctd7,0,0,299
Kctd8,0,0,0
Kctd9,0,0,0
Kdelc1,0,0,0
Kdelc2,12,1,122
Kdelr1,1,8,523
Kdelr2,631,554,280
Kdelr3,0,0,0
Kdm1a,371,0,762
Kdm1b,0,0,0
Kdm2a,360,3,579
Kdm2b,0,0,196
Kdm3a,232,0,0
Kdm3b,0,16,0
Kdm4a,0,0,148
Kdm4b,0,1444,1512
Kdm4c,1,1609,27
Kdm4d,0,0,0
Kdm5a,1140,0,127
Kdm5b,112,3,207
Kdm5c,261,22,163
Kdm5d,255,0,166
Kdm6a,42,0,0
Kdm6b,317,279,317
Kdm8,0,0,0
Kdr,0,26,0
Kdsr,68,4,865
Keap1,39,1,445
Keg1,0,0,0
Kel,0,0,0
Kera,0,0,0
Khdc1a,0,0,0
Khdc1b,0,0,0
Khdc1c,0,0,0
Khdc3,0,0,0
Khdrbs1,95,1659,1013
Khdrbs2,220,61,218
Khdrbs3,10,639,72
Khk,0,0,0
Khnyn,0,0,0
Khsrp,305,24,176
Kidins220,2740,2870,2288
Kif11,21,8,27
Kif12,0,346,0
Kif13a,45,0,0
Kif13b,0,0,0
Kif14,0,0,1
Kif15,1,9,12
Kif16b,10,28,3
Kif17,0,508,0
Kif18a,0,0,0
Kif18b,0,0,0
Kif19a,0,0,0
Kif1a,1356,928,6485
Kif1b,1217,386,2585
Kif1c,1,0,0
Kif20a,0,0,0
Kif20b,0,0,0
Kif21a,1689,746,865
Kif21b,5,0,0
Kif22,48,0,77
Kif23,0,0,0
Kif24,17,1,42
Kif26a,0,0,0
Kif26b,474,0,694
Kif27,0,0,0
Kif2a,9,35,282
Kif2b,0,0,0
Kif2c,0,0,0
Kif3a,2708,2128,2093
Kif3b,16,11,677
Kif3c,2915,3310,566
Kif4,0,0,0
Kif4-ps,0,0,0
Kif5a,7964,587,1160
Kif5b,2212,782,1595
Kif5c,4942,7227,4312
Kif6,0,0,0
Kif7,0,0,0
Kif9,0,0,0
Kifap3,187,129,3143
Kifc1,0,0,0
Kifc2,1162,2275,1055
Kifc3,0,0,0
Kifc5b,0,0,1
Kin,1,0,40
Kir3dl1,0,0,0
Kir3dl2,0,0,0
Kirrel,116,0,0
Kirrel2,0,11,0
Kirrel3,1021,4,444
Kis2,0,0,0
Kiss1,0,0,0
Kiss1r,0,0,0
Kit,0,0,1
Kitl,20,408,1608
Kl,365,0,7
Klb,0,0,0
Klc1,4293,1,3975
Klc2,338,27,174
Klc3,0,0,0
Klc4,0,0,102
Klf1,0,0,0
Klf10,0,0,2494
Klf11,0,1,0
Klf12,570,0,0
Klf13,5032,3951,3988
Klf14,0,0,0
Klf15,0,0,0
Klf16,917,2,910
Klf17,0,0,0
Klf2,0,0,2
Klf3,0,33,77
Klf4,0,0,0
Klf5,0,0,161
Klf6,0,0,422
Klf7,0,0,156
Klf8,321,0,0
Klf9,665,599,1120
Klhdc1,180,0,0
Klhdc10,185,0,593
Klhdc2,2,1489,780
Klhdc3,1900,0,1992
Klhdc4,0,0,499
Klhdc5,559,0,351
Klhdc7a,0,0,0
Klhdc7b,0,0,0
Klhdc8a,0,0,0
Klhdc8b,650,0,441
Klhdc9,595,0,0
Klhl1,0,0,0
Klhl10,0,0,0
Klhl11,0,0,416
Klhl12,0,146,3
Klhl13,9,15,0
Klhl14,0,0,0
Klhl15,0,0,0
Klhl17,387,0,0
Klhl18,0,4,25
Klhl2,218,1,887
Klhl20,935,0,0
Klhl21,1268,1,263
Klhl22,2936,0,1246
Klhl23,0,39,493
Klhl24,5,4,219
Klhl25,0,0,0
Klhl26,4,0,560
Klhl28,73,0,0
Klhl29,413,274,0
Klhl3,0,0,0
Klhl30,0,0,0
Klhl31,0,0,0
Klhl32,0,1,106
Klhl33,24,0,154
Klhl34,0,0,0
Klhl35,0,0,0
Klhl36,0,0,2
Klhl38,0,0,0
Klhl4,66,0,0
Klhl40,0,2,0
Klhl41,21,13,24
Klhl5,0,0,0
Klhl6,0,0,0
Klhl7,827,94,1654
Klhl8,0,248,300
Klhl9,1874,1750,1385
Klk1,0,0,0
Klk10,0,0,0
Klk11,0,0,0
Klk12,0,0,0
Klk13,0,0,0
Klk14,0,0,0
Klk15,0,0,0
Klk1b1,0,0,0
Klk1b11,0,0,0
Klk1b16,0,0,0
Klk1b21,0,0,0
Klk1b22,0,0,0
Klk1b24,0,0,0
Klk1b26,0,0,0
Klk1b27,0,0,0
Klk1b3,0,0,0
Klk1b4,0,0,0
Klk1b5,0,0,0
Klk1b7-ps,0,0,0
Klk1b8,0,0,0
Klk1b9,0,0,0
Klk4,0,0,0
Klk5,0,0,0
Klk6,0,0,6
Klk7,0,0,0
Klk8,0,0,0
Klk9,0,12,0
Klkb1,0,0,0
Klra1,0,0,0
Klra10,0,0,0
Klra12,0,0,0
Klra13-ps,0,0,0
Klra14,0,0,0
Klra15,0,0,0
Klra17,0,0,0
Klra18,0,0,0
Klra19,0,0,0
Klra2,1,345,0
Klra21,0,0,0
Klra22,0,0,0
Klra23,0,0,0
Klra3,0,0,0
Klra33,0,0,0
Klra4,0,0,0
Klra5,0,0,0
Klra6,0,0,0
Klra7,0,0,0
Klra8,0,0,0
Klra9,0,0,0
Klrb1,0,0,0
Klrb1-ps1,0,0,0
Klrb1a,0,0,0
Klrb1b,0,0,0
Klrb1c,0,0,0
Klrb1f,0,0,0
Klrc1,0,0,0
Klrc2,0,0,0
Klrc3,0,0,0
Klrd1,0,0,0
Klre1,0,0,0
Klrg1,0,0,0
Klrg2,0,0,0
Klri1,0,0,0
Klri2,0,0,1
Klrk1,0,0,0
Kmo,0,0,0
Kncn,0,0,0
Kndc1,2025,0,1165
Kng1,0,0,0
Kng2,0,0,0
Knstrn,0,0,0
Kntc1,0,0,0
Kpna1,1542,1800,1243
Kpna2,145,0,580
Kpna3,19,6,415
Kpna4,1195,6,344
Kpna6,38,27,45
Kpna7,0,3,0
Kpnb1,565,0,1642
Kprp,0,0,0
Kptn,222,0,9
Kras,29,2502,1154
Krba1,876,1,1
Krcc1,577,100,85
Kremen1,0,0,0
Kremen2,32,2,30
Kri1,0,0,0
Krit1,0,0,87
Krr1,19,6,33
Krt1,0,0,0
Krt10,318,0,184
Krt12,0,0,0
Krt13,0,0,0
Krt14,2,8,0
Krt15,0,0,0
Krt16,0,0,0
Krt17,8,0,0
Krt18,0,0,0
Krt19,0,0,0
Krt2,1,0,328
Krt20,0,0,0
Krt222,4,2,1
Krt23,0,0,0
Krt24,0,0,0
Krt25,0,0,0
Krt26,0,0,0
Krt27,0,0,0
Krt28,0,0,0
Krt31,0,0,0
Krt32,0,0,0
Krt33a,0,0,0
Krt33b,0,0,0
Krt34,0,0,0
Krt35,0,0,0
Krt36,0,0,0
Krt39,0,0,0
Krt4,0,0,0
Krt40,0,0,0
Krt42,1,0,0
Krt5,0,0,0
Krt6a,0,0,0
Krt6b,0,0,0
Krt7,0,0,0
Krt71,0,0,0
Krt72,0,0,0
Krt73,0,0,0
Krt74,0,0,0
Krt75,0,0,0
Krt76,0,0,0
Krt77,0,0,0
Krt78,0,0,0
Krt79,0,0,0
Krt8,0,0,0
Krt80,0,0,0
Krt81,0,0,0
Krt82,0,0,0
Krt83,0,11,0
Krt84,0,0,0
Krt85,0,0,0
Krt86,0,0,0
Krt9,341,0,0
Krtap1-3,0,0,0
Krtap1-4,0,0,0
Krtap1-5,0,0,0
Krtap10-10,0,0,0
Krtap10-4,0,0,0
Krtap11-1,0,0,0
Krtap12-1,0,0,0
Krtap13,0,0,0
Krtap13-1,0,0,0
Krtap14,0,0,0
Krtap15,1,0,0
Krtap16-1,0,0,0
Krtap16-3,0,0,0
Krtap17-1,0,0,0
Krtap19-1,0,0,0
Krtap19-3,0,0,0
Krtap19-4,0,0,0
Krtap19-5,0,0,0
Krtap19-9b,0,0,0
Krtap2-4,0,0,0
Krtap20-2,0,0,0
Krtap21-1,0,0,0
Krtap22-2,0,0,0
Krtap24-1,0,0,0
Krtap26-1,0,0,0
Krtap27-1,0,0,0
Krtap3-1,0,0,0
Krtap3-2,0,0,0
Krtap3-3,0,0,0
Krtap31-1,0,0,0
Krtap31-2,0,0,0
Krtap4-1,0,0,0
Krtap4-13,0,0,0
Krtap4-16,0,0,0
Krtap4-2,0,0,0
Krtap4-6,0,0,0
Krtap4-7,0,0,0
Krtap4-8,0,0,0
Krtap4-9,0,0,0
Krtap5-1,0,0,0
Krtap5-2,0,0,0
Krtap5-3,0,0,0
Krtap5-4,0,0,0
Krtap5-5,0,0,0
Krtap6-1,0,0,0
Krtap6-2,0,0,0
Krtap6-5,0,0,0
Krtap7-1,0,0,0
Krtap8-1,0,0,0
Krtap9-1,0,0,0
Krtap9-3,0,0,0
Krtap9-5,0,0,0
Krtcap2,201,0,659
Krtcap3,0,0,0
Krtdap,0,0,0
Ksr1,0,0,143
Ksr2,0,0,2
Kti12,0,0,368
Ktn1,380,79,1528
Kxd1,1241,0,1
Ky,0,0,0
Kynu,3,5,2
L1cam,9,52,1014
L1td1,0,0,0
L2hgdh,0,0,0
L3hypdh,0,0,0
L3mbtl1,0,0,0
L3mbtl2,27,0,258
L3mbtl3,0,0,306
L3mbtl4,0,0,1
LOC100038947,0,0,0
LOC100040786,0,0,0
LOC100043315,0,0,0
LOC100048884,0,0,0
LOC100502924,0,0,0
LOC100503280,0,0,0
LOC100503496,0,0,0
LOC100504608,0,0,0
LOC100504703,0,0,0
LOC100861615,0,0,0
LOC100861978,0,0,0
LOC106740,5,11,7
LOC171588,0,0,0
LOC666331,0,0,0
Lacc1,0,832,0
Lace1,0,27,160
Lactb,312,0,168
Lactb2,2,0,0
Lactbl1,0,0,0
Lad1,0,0,0
Lag3,24,2,10
Lage3,192,0,40
Lair1,0,0,0
Lalba,0,0,0
Lama1,0,0,0
Lama2,0,0,0
Lama3,0,1,0
Lama4,0,0,0
Lama5,0,0,0
Lamb1,0,0,794
Lamb2,3,0,0
Lamb3,0,0,35
Lamc1,0,0,984
Lamc2,0,0,0
Lamc3,0,0,0
Lamp1,1922,188,583
Lamp2,0,0,693
Lamp3,0,0,0
Lamp5,1,0,11
Lamtor1,1844,379,606
Lamtor2,283,3,80
Lamtor3,0,0,404
Lamtor4,359,0,359
Lamtor5,1798,1,674
Lancl1,781,1243,1708
Lancl2,141,8,709
