,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
Malt1,42,24,8
Mamdc2,0,0,0
Mamdc4,0,0,0
Maml1,0,0,0
Maml2,20,81,3
Maml3,8,0,0
Mamld1,0,313,1
Mamstr,0,0,0
Man1a,11,0,0
Man1a2,255,48,5
Man1b1,78,0,0
Man1c1,91,2,95
Man2a1,8,0,1
Man2a2,102,354,99
Man2b1,49,0,0
Man2b2,86,0,0
Man2c1,47,0,0
Manba,0,0,0
Manbal,53,8,154
Manea,9,11,44
Maneal,13,104,8
Manf,0,309,209
Mansc1,0,0,0
Mansc4,0,18,0
Maoa,138,88,222
Maob,31,21,0
Map1a,1092,940,544
Map1b,3368,9711,2833
Map1lc3a,351,1165,271
Map1lc3b,54,2135,311
Map1s,65,287,2
Map2,627,212,484
Map2k1,316,5417,6
Map2k2,365,3,141
Map2k3,28,0,0
Map2k4,185,1618,219
Map2k5,2,13,0
Map2k6,213,182,7
Map2k7,68,509,424
Map3k1,3,7,1
Map3k10,4,2,0
Map3k11,4,1,0
Map3k12,7,0,0
Map3k13,1,0,0
Map3k14,0,0,0
Map3k15,0,0,114
Map3k19,0,0,0
Map3k2,42,390,393
Map3k3,309,0,0
Map3k4,18,203,127
Map3k5,64,81,7
Map3k6,0,0,160
Map3k7,210,55,5
Map3k8,0,0,0
Map3k9,19,0,0
Map4,296,3262,735
Map4k1,0,0,0
Map4k2,0,231,0
Map4k3,39,3,0
Map4k4,369,43,205
Map4k5,138,11,10
Map6,19,1,113
Map6d1,279,1,2
Map7,2,128,67
Map7d1,356,1006,144
Map7d2,964,1713,453
Map9,259,268,69
Mapk1,1473,7506,464
Mapk10,526,1962,409
Mapk11,583,2,0
Mapk12,0,0,0
Mapk13,0,0,0
Mapk14,6,1243,12
Mapk15,0,0,0
Mapk1ip1,35,19,0
Mapk1ip1l,217,897,4
Mapk3,227,1924,1
Mapk4,653,208,246
Mapk6,173,104,14
Mapk7,218,0,12
Mapk8,134,844,208
Mapk8ip1,8,493,494
Mapk8ip2,142,484,81
Mapk8ip3,489,1259,372
Mapk9,61,756,4
Mapkap1,24,156,5
Mapkapk2,18,0,0
Mapkapk3,0,0,0
Mapkapk5,11,0,0
Mapkbp1,54,11,4
Mapre1,456,244,48
Mapre2,333,605,40
Mapre3,63,558,253
Mapt,711,497,265
Marc1,0,0,0
Marc2,0,0,0
March1,0,7,5
March10,108,0,1
March11,5,0,21
March2,77,12,235
March3,0,0,0
March4,49,15,8
March5,136,252,1056
March6,404,2490,143
March7,95,5,3
March8,0,0,0
March9,29,1,0
Marcks,245,2091,424
Marcksl1,158,1845,32
Marcksl1-ps4,0,0,0
Marco,0,0,0
Marf1,248,118,42
Mark1,33,16,165
Mark2,116,366,61
Mark3,95,43,15
Mark4,11,0,0
Mars,56,5,1
Mars2,83,0,0
Marveld1,0,0,0
Marveld2,4,0,0
Marveld3,0,0,0
Mas1,24,1192,46
Masp1,0,0,0
Masp2,132,0,0
Mast1,60,0,78
Mast2,1,0,3
Mast3,403,889,531
Mast4,3,17,21
Mastl,0,0,0
Mat1a,0,0,22
Mat2a,162,757,224
Mat2b,65,254,1
Matk,229,620,244
Matn1,0,0,0
Matn2,1,280,1
Matn3,0,50,0
Matn4,55,0,0
Matr3,527,2229,313
Mau2,261,199,187
Mavs,0,0,0
Max,18,104,138
Maz,1,13,0
Mb,0,0,0
Mb21d1,40,19,7
Mb21d2,2,0,0
Mbd1,31,0,9
Mbd2,0,190,15
Mbd3,396,9,5
Mbd3l1,0,0,0
Mbd3l2,0,0,0
Mbd4,38,10,5
Mbd5,54,0,40
Mbd6,4,51,0
Mbip,145,3,0
Mbl1,0,0,0
Mbl2,0,0,0
Mblac1,0,0,1
Mblac2,116,751,0
Mbnl1,340,263,1506
Mbnl2,896,2444,393
Mbnl3,11,2,4
Mboat1,0,0,0
Mboat2,87,54,0
Mboat4,0,3,0
Mboat7,15,584,9
Mbp,514,4106,1212
Mbtd1,206,0,4
Mbtps1,10,2,3
Mbtps2,37,4,2
Mc1r,144,122,163
Mc2r,0,0,0
Mc3r,0,0,0
Mc4r,3,1,0
Mc5r,0,0,0
Mcam,3,0,0
Mcat,13,633,0
Mcc,138,209,191
Mccc1,29,0,0
Mccc2,0,1073,0
Mcee,0,0,0
Mcf2,4,31,0
Mcf2l,161,138,9
Mcfd2,21,54,4
Mchr1,0,0,0
Mcin,41,16,17
Mcl1,24,22,160
Mcm10,0,0,0
Mcm2,0,0,2
Mcm3,8,0,0
Mcm3ap,89,19,0
Mcm4,0,27,7
Mcm5,28,30,196
Mcm6,12,10,1
Mcm7,0,1224,0
Mcm8,24,2,0
Mcm9,0,40,1
Mcmbp,17,0,15
Mcmdc2,302,132,223
Mcoln1,18,0,13
Mcoln2,0,0,0
Mcoln3,0,0,0
Mcph1,90,3,3
Mcpt-ps1,0,0,0
Mcpt1,0,0,0
Mcpt2,0,0,0
Mcpt4,0,0,0
Mcpt8,0,0,0
Mcpt9,0,0,0
Mcrs1,7,5,26
Mctp1,2,163,136
Mctp2,0,0,0
Mcts1,515,157,31
Mcts2,0,0,0
Mcu,3,9,22
Mdc1,100,564,24
Mdfi,0,0,0
Mdfic,0,0,4
Mdga1,7,10,8
Mdga2,137,19,11
Mdh1,444,6765,1293
Mdh1b,0,0,32
Mdh2,360,3705,891
Mdk,0,0,0
Mdm1,0,0,0
Mdm2,50,910,52
Mdm4,182,6,3
Mdn1,323,15,0
Mdp1,11,600,378
Me1,20,199,69
Me2,2,0,0
Me3,259,77,58
Mea1,0,0,0
Meaf6,53,1,0
Mecom,14,0,1
Mecp2,343,523,153
Mecr,262,239,0
Med1,280,100,17
Med10,97,0,0
Med11,0,0,10
Med12,126,0,1
Med12l,45,0,0
Med13,18,66,135
Med13l,361,395,15
Med14,6,24,125
Med15,1,651,0
Med16,68,173,81
Med17,0,1,91
Med18,35,19,26
Med19,19,302,1
Med20,0,982,0
Med21,12,262,503
Med22,0,592,0
Med23,25,0,0
Med24,78,106,153
Med25,114,58,0
Med26,3,393,0
Med27,0,7,0
Med28,51,1099,4
Med29,2,46,217
Med30,0,1,6
Med31,0,669,115
Med4,347,1310,11
Med6,20,498,1
Med7,34,226,0
Med8,8,79,7
Med9,0,882,2
Medag,23,269,22
Mef2a,133,766,104
Mef2b,0,0,0
Mef2c,950,6149,275
Mef2d,10,349,3
Mefv,0,0,0
Meg3,9766,7813,3323
Megf10,0,22,0
Megf11,126,95,0
Megf6,0,0,0
Megf8,256,298,0
Megf9,125,67,0
Mei1,0,0,0
Mei4,25,1,14
Meig1,0,0,0
Meiob,0,0,0
Meis1,5,6,7
Meis2,7,120,13
Meis3,0,0,215
Melk,0,0,0
Memo1,204,13,156
Men1,60,703,2
Meox1,0,0,0
Meox2,0,0,0
Mep1a,0,0,0
Mep1b,0,0,0
Mepce,18,594,0
Mepe,0,0,0
Mertk,0,0,0
Mesdc1,113,3,0
Mesdc2,36,21,3
Mesp1,0,0,0
Mesp2,0,0,0
Mest,18,0,6
Met,0,0,71
Metap1,30,33,0
Metap1d,4,0,13
Metap2,360,1373,333
Metrn,0,0,0
Metrnl,0,1,2
Mettl1,7,752,140
Mettl10,0,185,0
Mettl11b,0,0,0
Mettl13,0,3,0
Mettl14,42,0,153
Mettl15,0,0,0
Mettl16,4,273,85
Mettl17,0,6,0
Mettl18,0,75,0
Mettl2,130,4,15
Mettl20,0,0,0
Mettl21a,165,0,0
Mettl21c,0,0,0
Mettl21d,0,0,0
Mettl21e,9,1,8
Mettl22,9,0,35
Mettl23,253,10,0
Mettl24,0,0,0
Mettl25,18,6,0
Mettl3,257,1,0
Mettl4,0,5,0
Mettl5,0,84,0
Mettl6,186,0,0
Mettl7a1,2,66,0
Mettl7a2,0,0,0
Mettl7a3,0,0,0
Mettl7b,0,0,0
Mettl8,0,0,0
Mettl9,14,932,26
Mex3a,18,5,0
Mex3b,50,0,0
Mex3c,517,26,0
Mex3d,0,2,0
Mfap1a,64,33,7
Mfap1b,20,0,0
Mfap2,0,0,0
Mfap3,32,125,25
Mfap3l,96,587,3
Mfap4,0,0,0
Mfap5,0,0,0
Mff,282,345,93
Mfge8,215,687,0
Mfhas1,89,83,113
Mfi2,0,0,0
Mfn1,124,151,0
Mfn2,35,734,41
Mfng,86,0,0
Mfrp,0,0,0
Mfsd1,0,0,0
Mfsd10,1,43,0
Mfsd11,355,630,423
Mfsd12,32,0,0
Mfsd2a,568,0,0
Mfsd2b,1,23,1
Mfsd3,0,326,0
Mfsd4,62,94,8
Mfsd5,71,148,13
Mfsd6,332,591,0
Mfsd6l,0,0,0
Mfsd7a,0,0,0
Mfsd7b,1,0,9
Mfsd7c,0,0,0
Mfsd8,16,5,0
Mfsd9,0,0,0
Mga,520,70,76
Mgam,0,50,0
Mgarp,0,0,0
Mgat1,110,2,30
Mgat2,139,7,0
Mgat3,31,1067,46
Mgat4a,186,5,0
Mgat4b,32,34,27
Mgat4c,52,0,60
Mgat5,2,53,18
Mgat5b,4,23,4
Mgea5,625,1495,859
Mgl2,0,0,0
Mgll,82,275,510
Mgme1,0,0,0
Mgmt,0,0,0
Mgp,51,347,23
Mgrn1,184,153,1
Mgst1,0,0,0
Mgst2,0,0,0
Mgst3,20,0,31
Mia,0,0,0
Mia2,0,0,0
Mia3,523,2098,102
Miat,426,218,37
Mib1,1,55,0
Mib2,6,1,59
Mical1,0,0,0
Mical2,104,25,205
Mical3,163,5,3
Micalcl,0,0,0
Micall1,7,6,3
Micall2,0,30,0
Micu1,39,220,0
Mid1,7,4,31
Mid1ip1,141,623,26
Mid2,3,28,103
Midn,0,4,7
Mien1,0,393,193
Mier1,44,3,41
Mier2,19,0,3
Mier3,3,1,0
Mif,231,2010,805
Mif4gd,7,0,0
Miip,197,0,0
Mill1,14,2,1
Mill2,0,0,0
Milr1,11,2,1
Mina,0,0,0
Mink1,6,721,15
Minos1,473,741,447
Minpp1,12,45,21
Mios,126,1,3
Miox,0,0,0
Mip,0,0,0
Mipep,15,725,0
Mipol1,0,0,0
Mir100,0,0,0
Mir101a,0,0,0
Mir101b,0,0,0
Mir101c,0,0,0
Mir103-1,0,0,0
Mir103-2,0,0,0
Mir105,0,0,0
Mir106a,0,0,0
Mir106b,0,0,0
Mir107,0,0,0
Mir10a,0,0,0
Mir10b,0,0,0
Mir1186,2,0,0
Mir1186b,0,0,0
Mir1187,0,0,0
Mir1188,0,0,0
Mir1190,0,0,0
Mir1191,0,0,0
Mir1192,0,0,0
Mir1193,0,0,0
Mir1195,0,0,0
Mir1196,0,0,0
Mir1197,0,0,0
Mir1198,0,0,0
Mir1199,0,0,0
Mir1224,0,0,0
Mir122a,0,0,0
Mir1247,0,0,0
Mir1249,0,0,0
Mir124a-1,0,0,0
Mir124a-2,0,0,0
Mir124a-3,0,0,0
Mir1251,0,0,0
Mir125a,0,0,0
Mir125b-1,0,32,0
Mir125b-2,0,0,0
Mir126,0,0,0
Mir1264,0,0,0
Mir127,0,0,0
Mir128-1,0,0,0
Mir128-2,0,0,0
Mir129-1,0,0,0
Mir129-2,0,0,0
Mir1298,0,0,0
Mir1306,0,0,0
Mir130a,0,0,0
Mir130b,0,0,0
Mir132,0,0,0
Mir133a-1,0,0,0
Mir133a-2,0,0,0
Mir133b,0,0,0
Mir134,0,0,0
Mir135a-1,0,0,0
Mir135a-2,0,0,0
Mir135b,0,0,0
Mir136,0,0,0
Mir137,0,0,0
Mir138-1,0,0,0
Mir138-2,0,0,0
Mir139,0,0,0
Mir140,0,0,0
Mir141,0,0,0
Mir142,0,0,0
Mir143,0,0,0
Mir143hg,0,0,0
Mir144,0,0,0
Mir145,0,0,19
Mir146,0,0,0
Mir146b,0,0,0
Mir147,0,0,0
Mir148a,0,0,0
Mir148b,0,0,0
Mir149,0,0,0
Mir150,1,0,0
Mir152,0,0,0
Mir153,0,0,0
Mir154,0,0,0
Mir155,0,0,0
Mir15a,0,0,0
Mir15b,0,0,0
Mir16-1,0,0,0
Mir16-2,0,0,0
Mir17,0,0,0
Mir17hg,0,74,0
Mir18,0,0,0
Mir181a-1,0,0,0
Mir181a-2,0,0,0
Mir181b-1,0,0,0
Mir181b-2,0,0,0
Mir181c,0,0,0
Mir181d,0,0,0
Mir182,0,0,0
Mir183,0,0,0
Mir1839,0,0,0
Mir184,0,0,0
Mir1843,0,0,0
Mir1843b,0,0,0
Mir185,0,0,0
Mir186,0,0,0
Mir187,0,0,0
Mir188,0,0,0
Mir1892,0,0,0
Mir1893,0,0,0
Mir1894,0,0,0
Mir1895,0,0,0
Mir1896,0,0,0
Mir1897,0,0,0
Mir1898,0,0,0
Mir1899,0,0,0
Mir18b,0,0,0
Mir190,0,0,0
Mir1900,0,0,0
Mir1901,0,0,0
Mir1902,0,0,0
Mir1903,0,0,0
Mir1904,0,0,0
Mir1905,0,0,0
Mir1906-1,0,0,0
Mir1906-2,0,0,0
Mir1907,0,0,0
Mir190b,0,0,0
Mir191,0,0,0
Mir1912,0,0,0
Mir192,0,0,0
Mir1928,0,0,0
Mir1929,0,0,0
Mir193,0,0,0
Mir1930,0,0,0
Mir1931,0,0,0
Mir1932,0,0,0
Mir1933,0,0,0
Mir1934,0,0,0
Mir1935,0,0,0
Mir1936,0,0,0
Mir1938,0,0,0
Mir193b,0,0,0
Mir194-1,0,0,0
Mir194-2,0,0,0
Mir1940,0,0,0
Mir1941,0,0,0
Mir1942,0,0,0
Mir1943,0,0,0
Mir1945,0,0,0
Mir1946a,0,0,0
Mir1946b,0,0,0
Mir1947,0,0,0
Mir1948,0,0,0
Mir1949,0,71,0
Mir195,0,0,0
Mir1950,0,0,0
Mir1951,0,0,0
Mir1952,0,0,0
Mir1953,0,0,0
Mir1954,0,1,4
Mir1955,0,0,0
Mir1956,0,0,0
Mir1957,0,0,0
Mir1958,0,0,0
Mir1960,0,0,0
Mir1961,0,0,0
Mir1962,0,0,0
Mir1963,0,0,0
Mir1964,0,0,0
Mir1965,0,0,0
Mir1966,0,0,0
Mir1967,0,0,0
Mir1968,0,0,0
Mir1969,0,0,0
Mir196a-1,0,0,0
Mir196a-2,0,0,0
Mir196b,0,0,0
Mir1970,2,0,0
Mir1971,0,0,0
Mir1981,0,0,0
Mir1982,0,0,0
Mir1983,0,0,0
Mir199a-1,0,0,0
Mir199a-2,0,0,0
Mir199b,5,0,0
Mir19a,0,0,0
Mir19b-1,0,0,0
Mir19b-2,0,0,0
Mir1a-1,0,0,0
Mir1a-2,0,0,0
Mir1b,0,0,0
Mir200a,0,0,0
Mir200b,0,0,0
Mir200c,0,0,0
Mir201,0,0,0
Mir202,0,0,0
Mir203,0,0,0
Mir204,0,0,0
Mir205,0,0,0
Mir206,0,0,0
Mir207,0,0,0
Mir208a,0,0,0
Mir208b,0,0,0
Mir20a,0,0,0
Mir20b,0,0,0
Mir21,0,0,0
Mir210,0,0,0
Mir211,0,0,0
Mir212,0,0,0
Mir2136,0,0,0
Mir2137,0,0,0
Mir214,0,0,0
Mir215,0,0,0
Mir216a,0,0,0
Mir216b,0,0,0
Mir217,0,0,0
Mir218-1,0,0,0
Mir218-2,0,0,0
Mir219-1,0,0,0
Mir219-2,0,0,0
Mir22,0,0,0
Mir221,0,0,0
Mir222,0,0,0
Mir223,0,0,0
Mir22hg,479,415,2
Mir23a,0,0,0
Mir23b,0,0,0
Mir24-1,0,0,0
Mir24-2,0,0,0
Mir25,0,0,0
Mir26a-1,0,0,0
Mir26a-2,0,0,0
Mir26b,0,0,0
Mir27a,0,0,0
Mir27b,0,0,0
Mir28,0,0,0
Mir2861,0,0,0
Mir28b,0,0,0
Mir28c,0,0,0
Mir290,0,0,0
Mir291a,0,0,0
Mir291b,0,0,0
Mir292,0,0,0
Mir293,0,0,0
Mir294,0,0,0
Mir295,0,0,0
Mir296,0,0,0
Mir297-1,0,0,0
Mir297-2,0,0,0
Mir297a-3,0,0,0
Mir297a-4,0,0,0
Mir297b,0,0,0
Mir297c,0,0,0
Mir298,0,0,0
Mir299,0,0,0
Mir29a,0,0,0
Mir29b-1,0,0,0
Mir29b-2,0,0,0
Mir29c,0,0,0
Mir300,0,0,0
Mir301,0,0,0
Mir301b,0,0,0
Mir302a,0,0,0
Mir302b,0,0,0
Mir302c,0,0,0
Mir302d,0,0,0
Mir3057,0,0,0
Mir3058,0,0,0
Mir3059,0,0,0
Mir3060,0,0,0
Mir3061,0,0,0
Mir3062,0,0,0
Mir3063,0,0,0
Mir3064,25,0,0
Mir3065,0,0,0
Mir3066,0,0,0
Mir3067,0,0,0
Mir3068,0,0,0
Mir3069,0,0,0
Mir3070a,0,0,0
Mir3070b,4,0,0
Mir3071,0,0,0
Mir3072,0,0,0
Mir3073,0,0,0
Mir3074-1,0,3,0
Mir3074-2,0,0,0
Mir3075,0,0,0
Mir3076,0,0,0
Mir3077,0,0,0
Mir3078,0,0,0
Mir3079,0,0,0
Mir3081,0,0,0
Mir3082,0,0,0
Mir3083,0,0,0
Mir3085,0,0,0
Mir3086,0,0,0
Mir3087,0,0,0
Mir3088,0,0,0
Mir3089,0,0,0
Mir3091,5,0,0
Mir3092,0,0,0
Mir3093,0,0,0
Mir3094,0,0,0
Mir3095,0,0,0
Mir3096,0,0,0
Mir3096b,0,0,0
Mir3097,0,0,0
Mir3098,0,0,0
Mir3099,0,0,0
Mir30a,0,0,0
Mir30b,0,0,0
Mir30c-1,0,0,0
Mir30c-2,0,0,0
Mir30d,0,0,0
Mir30e,0,0,0
Mir31,0,0,0
Mir3100,0,0,0
Mir3101,0,0,0
Mir3102,0,0,0
Mir3103,0,0,0
Mir3104,0,0,0
Mir3106,0,0,0
Mir3107,0,0,0
Mir3108,0,0,0
Mir3109,0,0,0
Mir3110,0,0,0
Mir3112,0,0,0
Mir32,0,0,0
Mir320,0,0,0
Mir322,0,0,0
Mir323,0,0,0
Mir324,0,29,0
Mir325,0,0,0
Mir326,0,0,0
Mir328,0,0,0
Mir329,0,0,0
Mir33,0,0,0
Mir330,0,0,0
Mir331,0,0,0
Mir335,19,0,0
Mir337,0,0,0
Mir338,0,0,0
Mir339,0,0,0
Mir340,0,0,0
Mir341,0,0,0
Mir343,0,0,0
Mir344,0,0,0
Mir344-2,0,0,0
Mir344b,0,0,0
Mir344c,0,0,0
Mir344d-1,0,0,0
Mir344d-2,0,0,0
Mir344d-3,0,0,0
Mir344e,0,0,0
Mir344f,0,0,0
Mir344g,0,0,0
Mir345,0,0,0
Mir346,0,0,0
Mir3470a,0,0,0
Mir3470b,0,0,0
Mir3471-1,0,0,0
Mir3473,0,26,0
Mir3473c,0,0,0
Mir3473d,0,0,0
Mir3474,0,0,0
Mir3475,0,0,0
Mir34a,0,0,0
Mir34b,0,0,0
Mir34c,0,0,0
Mir350,0,0,0
Mir351,0,0,0
Mir3572,0,0,0
Mir362,0,0,0
Mir363,0,0,0
Mir365-1,6,0,0
Mir365-2,0,0,0
Mir367,0,0,0
Mir369,0,0,0
Mir370,0,0,0
Mir374,0,0,0
Mir374c,0,0,0
Mir375,0,0,0
Mir376a,0,0,0
Mir376b,0,0,0
Mir376c,0,0,0
Mir377,0,0,0
Mir378,0,0,0
Mir378b,0,0,0
Mir379,0,0,0
Mir380,0,0,0
Mir381,0,0,0
Mir382,0,0,0
Mir383,0,0,0
Mir384,0,0,0
Mir3960,0,0,0
Mir3962,0,0,0
Mir3963,0,0,0
Mir3964,0,0,0
Mir3965,0,0,0
Mir3966,0,0,0
Mir3967,0,0,0
Mir3968,0,0,0
Mir3969,0,0,0
Mir3970,0,0,0
Mir3971,0,0,0
Mir409,0,0,0
Mir410,0,0,0
Mir411,0,0,0
Mir412,0,0,0
Mir421,0,0,0
Mir423,0,0,0
Mir425,0,0,0
Mir429,0,0,0
Mir431,0,0,0
Mir432,0,0,0
Mir433,0,0,0
Mir434,0,0,0
Mir448,0,0,0
Mir449a,0,0,0
Mir449b,0,0,0
Mir449c,0,0,0
Mir450-1,0,0,0
Mir450-2,0,0,0
Mir450b,0,0,0
Mir451,0,0,0
Mir452,0,0,0
Mir453,0,0,0
Mir455,0,0,0
Mir463,0,0,0
Mir465,0,0,0
Mir465b-1,0,0,0
Mir465b-2,0,0,0
Mir465c-1,0,0,0
Mir465c-2,0,0,0
Mir466,0,0,0
Mir4660,0,0,0
Mir466b-2,0,0,0
Mir466b-3,0,0,0
Mir466d,0,0,0
Mir466f-1,0,0,0
Mir466f-2,0,0,0
Mir466f-3,0,0,0
Mir466g,0,0,0
Mir466h,0,0,0
Mir466i,0,0,2
Mir466n,0,0,0
Mir467a-1,0,0,0
Mir467a-10,0,0,0
Mir467a-2,0,0,0
Mir467a-3,0,0,0
Mir467a-4,0,0,0
Mir467a-5,0,0,0
Mir467a-6,0,0,0
Mir467a-7,0,0,0
Mir467a-8,0,0,0
Mir467a-9,0,0,0
Mir467b,0,0,0
Mir467c,0,0,0
Mir467d,0,0,0
Mir467e,0,0,0
Mir467f,0,0,0
Mir468,0,0,0
Mir470,0,0,0
Mir471,0,0,0
Mir483,0,0,0
Mir484,0,0,0
Mir485,0,0,0
Mir486,0,0,0
Mir487b,0,0,0
Mir488,0,0,0
Mir489,0,0,0
Mir490,0,0,0
Mir491,0,0,0
Mir493,0,0,0
Mir494,0,0,0
Mir495,0,0,0
Mir496,0,0,0
Mir497,0,0,0
Mir499,0,0,0
Mir500,0,0,0
Mir501,0,0,0
Mir503,0,0,0
Mir504,0,0,0
Mir5046,0,0,0
Mir505,0,0,0
Mir509,0,0,0
Mir5097,0,0,0
Mir5098,0,0,0
Mir5100,0,0,0
Mir5101,0,0,0
Mir5103,0,0,0
Mir5104,0,0,0
Mir5106,0,0,0
Mir5107,0,0,0
Mir5108,0,0,0
Mir5109,5461,4223,7682
Mir511,0,0,0
Mir5112,0,0,0
Mir5113,0,0,0
Mir5114,0,0,0
Mir5115,0,0,0
Mir5116,0,0,0
Mir5117,0,0,0
Mir5119,0,0,0
Mir5120,0,0,0
Mir5121,0,0,0
Mir5122,0,0,0
Mir5123,0,0,0
Mir5124,0,0,0
Mir5125,0,0,0
Mir5126,0,0,0
Mir5127,0,0,0
Mir5128,0,0,0
Mir5129,0,0,0
Mir5130,0,0,0
Mir5131,0,0,0
Mir5132,0,0,0
Mir5133,0,0,0
Mir5134,0,0,0
Mir5135,0,0,0
Mir5136,0,0,0
Mir532,0,0,0
Mir539,0,0,0
Mir540,0,0,0
Mir541,0,0,0
Mir542,0,0,0
Mir543,0,0,0
Mir544,1,0,0
Mir546,0,0,0
Mir547,0,0,0
Mir551b,0,0,0
Mir568,0,0,0
Mir574,0,0,0
Mir582,0,0,0
Mir592,0,0,0
Mir598,0,0,0
Mir599,0,0,0
Mir615,0,0,0
Mir653,0,0,0
Mir654,0,0,0
Mir664,0,0,0
Mir665,0,0,0
Mir666,0,0,0
Mir667,0,0,0
Mir668,0,0,0
Mir669a-1,0,0,0
Mir669a-10,0,0,0
Mir669a-11,0,0,0
Mir669a-12,0,0,0
Mir669a-2,0,0,0
Mir669a-3,0,0,0
Mir669a-4,0,0,0
Mir669a-5,0,0,0
Mir669a-6,0,0,0
Mir669a-7,0,0,0
Mir669a-8,0,0,0
Mir669a-9,0,0,0
Mir669b,0,0,0
Mir669c,0,0,0
Mir669e,0,0,0
Mir669g,4,0,0
Mir669h,0,0,0
Mir669i,0,0,0
Mir669j,0,0,0
Mir669k,0,0,0
Mir669m-1,0,0,0
Mir669m-2,0,0,0
Mir669p-1,0,0,0
Mir669p-2,0,0,0
Mir670,0,0,0
Mir671,0,0,0
Mir672,0,0,0
Mir673,0,0,0
Mir674,0,0,0
Mir675,0,0,0
Mir676,0,0,0
Mir677,0,0,0
Mir678,0,0,0
Mir679,0,0,0
Mir680-2,0,3,0
Mir680-3,0,1,0
Mir681,0,0,0
Mir682,0,0,0
Mir683-1,0,0,0
Mir683-2,0,0,0
Mir684-1,1,12,7
Mir684-2,0,0,0
Mir686,0,0,0
Mir687,0,0,0
Mir688,0,0,0
Mir690,0,0,0
Mir691,0,0,0
Mir692-1,0,0,0
Mir693,0,0,0
Mir694,0,0,0
Mir695,0,0,0
Mir697,0,0,0
Mir698,0,0,0
Mir7-1,0,0,0
Mir7-2,0,0,0
Mir700,0,0,0
Mir701,0,0,0
Mir702,0,0,0
Mir703,18,28,27
Mir704,0,0,0
Mir705,0,0,0
Mir706,0,0,0
Mir707,0,0,0
Mir708,2,0,0
Mir709,0,0,0
Mir710,0,0,0
Mir711,0,0,0
Mir713,0,0,0
Mir717,0,0,0
Mir718,0,0,0
Mir719,0,0,0
Mir721,0,0,0
Mir741,0,0,0
Mir742,0,0,0
Mir743,0,0,0
Mir743b,0,0,0
Mir744,0,0,0
Mir758,0,0,0
Mir759,0,0,0
Mir760,0,0,0
Mir761,0,0,0
Mir762,0,0,0
Mir764,0,0,0
Mir767,0,0,0
Mir770,0,0,0
Mir7b,0,0,0
Mir802,0,0,0
Mir804,0,0,0
Mir871,0,0,0
Mir872,0,0,0
Mir873,0,0,0
Mir874,0,0,0
Mir875,0,0,0
Mir876,0,0,0
Mir877,0,0,0
Mir878,0,0,0
Mir879,0,0,0
Mir880,0,0,0
Mir881,0,0,0
Mir882,0,0,0
Mir883a,0,0,0
Mir883b,0,0,0
Mir9-1,0,0,0
Mir9-2,0,0,0
Mir9-3,0,0,0
Mir92-1,0,0,0
Mir92-2,0,0,0
Mir92b,0,0,0
Mir93,0,0,0
Mir96,0,0,0
Mir98,0,0,0
Mir99a,0,0,0
Mir99b,0,0,0
Mira,0,0,0
Mirg,27,0,0
Mirlet7a-1,0,0,0
Mirlet7a-2,0,0,0
Mirlet7b,0,0,0
Mirlet7c-1,0,0,0
Mirlet7c-2,0,0,0
Mirlet7d,0,0,15
Mirlet7e,0,0,0
Mirlet7f-1,0,0,0
Mirlet7f-2,0,0,0
Mirlet7g,0,0,0
Mirlet7i,0,0,0
Mis12,0,0,0
Mis18a,0,0,0
Mis18bp1,0,0,0
Mitd1,2,0,0
Mitf,6,0,0
Mixl1,0,0,0
Mki67,40,0,0
Mki67ip,200,554,96
Mkks,3,198,370
Mkl1,87,2144,37
Mkl2,547,3041,59
Mkln1,346,14,67
Mknk1,0,14,0
Mknk2,0,398,21
Mkrn1,91,927,284
Mkrn2,20,0,10
Mkrn3,0,0,0
Mks1,13,0,0
Mkx,5,69,109
Mlana,0,0,0
Mlc1,11,182,12
Mlec,336,125,28
Mlf1,0,0,0
Mlf1ip,0,0,0
Mlf2,246,3048,1363
Mlh1,0,0,0
Mlh3,10,2,12
Mlip,0,0,0
Mlkl,0,0,0
Mll1,494,147,19
Mll2,515,3599,16
Mll3,2137,682,481
Mll5,561,196,263
Mllt1,0,70,0
Mllt10,244,16,183
Mllt11,227,3380,693
Mllt3,144,5,1
Mllt4,128,454,82
Mllt6,41,1,33
Mlph,28,36,21
Mlst8,29,144,7
Mlx,34,7,0
Mlxip,23,1026,2
Mlxipl,0,0,0
Mlycd,0,0,0
Mmaa,0,84,0
Mmab,4,0,0
Mmachc,179,484,79
Mmadhc,0,67,1
Mmd,70,2060,20
Mmd2,62,51,0
Mme,0,1,0
Mmel1,0,0,0
Mmgt1,253,71,4
Mmgt2,41,0,9
Mmp10,0,0,0
Mmp11,0,0,0
Mmp12,0,0,0
Mmp13,0,0,0
Mmp14,10,1,1
Mmp15,1,0,0
Mmp16,174,1276,6
Mmp17,22,47,230
Mmp19,0,0,0
Mmp1a,0,0,0
Mmp1b,0,0,0
Mmp2,0,0,0
Mmp20,0,0,0
Mmp21,0,0,0
Mmp23,305,0,0
Mmp24,20,0,1
Mmp25,1,3,0
Mmp27,0,0,0
Mmp28,2,0,0
Mmp3,0,227,0
Mmp7,0,0,0
Mmp8,0,0,0
Mmp9,0,0,0
